frame,stem,input,slurm,charge,multiplicity,n_atoms,sample_kind,source_condensed_frame,sample_order
860,C3_DFTprod_stopH2_0860,expand/C3_DFTprod_stopH2_0860.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,-1,1,20,closest_approach,1312,
861,C3_DFTprod_stopH2_0861,expand/C3_DFTprod_stopH2_0861.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,1,1,28,closest_approach,1311,
862,C3_DFTprod_stopH2_0862,expand/C3_DFTprod_stopH2_0862.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,2,1,26,closest_approach,1310,
863,C3_DFTprod_stopH2_0863,expand/C3_DFTprod_stopH2_0863.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,0,1,21,closest_approach,1309,
864,C3_DFTprod_stopH2_0864,expand/C3_DFTprod_stopH2_0864.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,1,1,13,closest_approach,1308,
865,C3_DFTprod_stopH2_0865,expand/C3_DFTprod_stopH2_0865.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,4,1,22,closest_approach,1307,
866,C3_DFTprod_stopH2_0866,expand/C3_DFTprod_stopH2_0866.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,1,1,16,closest_approach,1307,
867,C3_DFTprod_stopH2_0867,expand/C3_DFTprod_stopH2_0867.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,-1,1,23,closest_approach,1307,
868,C3_DFTprod_stopH2_0868,expand/C3_DFTprod_stopH2_0868.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,4,1,19,closest_approach,1306,
869,C3_DFTprod_stopH2_0869,expand/C3_DFTprod_stopH2_0869.inp,expand/C3_DFTprod_stopH2_group_0860_0869.slurm,-1,1,26,closest_approach,1304,
870,C3_DFTprod_stopH2_0870,expand/C3_DFTprod_stopH2_0870.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,-2,1,16,closest_approach,1303,
871,C3_DFTprod_stopH2_0871,expand/C3_DFTprod_stopH2_0871.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,-1,1,17,closest_approach,1300,
872,C3_DFTprod_stopH2_0872,expand/C3_DFTprod_stopH2_0872.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,3,1,30,closest_approach,1300,
873,C3_DFTprod_stopH2_0873,expand/C3_DFTprod_stopH2_0873.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,0,1,15,closest_approach,1299,
874,C3_DFTprod_stopH2_0874,expand/C3_DFTprod_stopH2_0874.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,-1,1,14,closest_approach,1297,
875,C3_DFTprod_stopH2_0875,expand/C3_DFTprod_stopH2_0875.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,-1,1,20,closest_approach,1296,
876,C3_DFTprod_stopH2_0876,expand/C3_DFTprod_stopH2_0876.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,0,1,24,closest_approach,1294,
877,C3_DFTprod_stopH2_0877,expand/C3_DFTprod_stopH2_0877.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,1,1,22,closest_approach,1294,
878,C3_DFTprod_stopH2_0878,expand/C3_DFTprod_stopH2_0878.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,-3,1,27,closest_approach,1293,
879,C3_DFTprod_stopH2_0879,expand/C3_DFTprod_stopH2_0879.inp,expand/C3_DFTprod_stopH2_group_0870_0879.slurm,1,1,19,closest_approach,1293,
880,C3_DFTprod_stopH2_0880,expand/C3_DFTprod_stopH2_0880.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,1,1,19,closest_approach,1293,
881,C3_DFTprod_stopH2_0881,expand/C3_DFTprod_stopH2_0881.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,0,1,18,closest_approach,1292,
882,C3_DFTprod_stopH2_0882,expand/C3_DFTprod_stopH2_0882.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,-1,1,20,closest_approach,1291,
883,C3_DFTprod_stopH2_0883,expand/C3_DFTprod_stopH2_0883.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,-1,1,23,closest_approach,1290,
884,C3_DFTprod_stopH2_0884,expand/C3_DFTprod_stopH2_0884.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,2,1,20,closest_approach,1290,
885,C3_DFTprod_stopH2_0885,expand/C3_DFTprod_stopH2_0885.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,3,1,21,closest_approach,1289,
886,C3_DFTprod_stopH2_0886,expand/C3_DFTprod_stopH2_0886.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,0,1,24,closest_approach,1289,
887,C3_DFTprod_stopH2_0887,expand/C3_DFTprod_stopH2_0887.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,-1,1,26,closest_approach,1287,
888,C3_DFTprod_stopH2_0888,expand/C3_DFTprod_stopH2_0888.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,1,1,25,closest_approach,1285,
889,C3_DFTprod_stopH2_0889,expand/C3_DFTprod_stopH2_0889.inp,expand/C3_DFTprod_stopH2_group_0880_0889.slurm,-1,1,20,closest_approach,1285,
890,C3_DFTprod_stopH2_0890,expand/C3_DFTprod_stopH2_0890.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,-1,1,17,closest_approach,1282,
891,C3_DFTprod_stopH2_0891,expand/C3_DFTprod_stopH2_0891.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,1,1,22,closest_approach,1280,
892,C3_DFTprod_stopH2_0892,expand/C3_DFTprod_stopH2_0892.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,2,1,14,closest_approach,1279,
893,C3_DFTprod_stopH2_0893,expand/C3_DFTprod_stopH2_0893.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,1,1,16,closest_approach,1278,
894,C3_DFTprod_stopH2_0894,expand/C3_DFTprod_stopH2_0894.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,4,1,22,closest_approach,1276,
895,C3_DFTprod_stopH2_0895,expand/C3_DFTprod_stopH2_0895.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,2,1,26,closest_approach,1275,
896,C3_DFTprod_stopH2_0896,expand/C3_DFTprod_stopH2_0896.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,3,1,21,closest_approach,1274,
897,C3_DFTprod_stopH2_0897,expand/C3_DFTprod_stopH2_0897.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,2,1,20,closest_approach,1273,
898,C3_DFTprod_stopH2_0898,expand/C3_DFTprod_stopH2_0898.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,-2,1,19,closest_approach,1272,
899,C3_DFTprod_stopH2_0899,expand/C3_DFTprod_stopH2_0899.inp,expand/C3_DFTprod_stopH2_group_0890_0899.slurm,0,1,27,closest_approach,1271,
900,C3_DFTprod_stopH2_0900,expand/C3_DFTprod_stopH2_0900.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,1,1,31,closest_approach,1270,
901,C3_DFTprod_stopH2_0901,expand/C3_DFTprod_stopH2_0901.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,-1,1,17,closest_approach,1269,
902,C3_DFTprod_stopH2_0902,expand/C3_DFTprod_stopH2_0902.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,0,1,21,closest_approach,1269,
903,C3_DFTprod_stopH2_0903,expand/C3_DFTprod_stopH2_0903.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,2,1,23,closest_approach,1268,
904,C3_DFTprod_stopH2_0904,expand/C3_DFTprod_stopH2_0904.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,3,1,24,closest_approach,1267,
905,C3_DFTprod_stopH2_0905,expand/C3_DFTprod_stopH2_0905.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,0,1,27,closest_approach,1264,
906,C3_DFTprod_stopH2_0906,expand/C3_DFTprod_stopH2_0906.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,1,1,19,closest_approach,1261,
907,C3_DFTprod_stopH2_0907,expand/C3_DFTprod_stopH2_0907.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,2,1,14,closest_approach,1261,
908,C3_DFTprod_stopH2_0908,expand/C3_DFTprod_stopH2_0908.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,3,1,27,closest_approach,1259,
909,C3_DFTprod_stopH2_0909,expand/C3_DFTprod_stopH2_0909.inp,expand/C3_DFTprod_stopH2_group_0900_0909.slurm,3,1,21,closest_approach,1258,
910,C3_DFTprod_stopH2_0910,expand/C3_DFTprod_stopH2_0910.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,3,1,24,closest_approach,1256,
911,C3_DFTprod_stopH2_0911,expand/C3_DFTprod_stopH2_0911.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,4,1,25,closest_approach,1255,
912,C3_DFTprod_stopH2_0912,expand/C3_DFTprod_stopH2_0912.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,2,1,23,closest_approach,1253,
913,C3_DFTprod_stopH2_0913,expand/C3_DFTprod_stopH2_0913.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,5,1,17,closest_approach,1248,
914,C3_DFTprod_stopH2_0914,expand/C3_DFTprod_stopH2_0914.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,-2,1,19,closest_approach,1248,
915,C3_DFTprod_stopH2_0915,expand/C3_DFTprod_stopH2_0915.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,3,1,24,closest_approach,1247,
916,C3_DFTprod_stopH2_0916,expand/C3_DFTprod_stopH2_0916.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,0,1,21,closest_approach,1245,
917,C3_DFTprod_stopH2_0917,expand/C3_DFTprod_stopH2_0917.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,2,1,17,closest_approach,1244,
918,C3_DFTprod_stopH2_0918,expand/C3_DFTprod_stopH2_0918.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,3,1,24,closest_approach,1241,
919,C3_DFTprod_stopH2_0919,expand/C3_DFTprod_stopH2_0919.inp,expand/C3_DFTprod_stopH2_group_0910_0919.slurm,3,1,24,closest_approach,1239,
920,C3_DFTprod_stopH2_0920,expand/C3_DFTprod_stopH2_0920.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,0,1,21,closest_approach,1238,
921,C3_DFTprod_stopH2_0921,expand/C3_DFTprod_stopH2_0921.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,-2,1,19,closest_approach,1237,
922,C3_DFTprod_stopH2_0922,expand/C3_DFTprod_stopH2_0922.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,-1,1,23,closest_approach,1236,
923,C3_DFTprod_stopH2_0923,expand/C3_DFTprod_stopH2_0923.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,2,1,26,closest_approach,1235,
924,C3_DFTprod_stopH2_0924,expand/C3_DFTprod_stopH2_0924.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,1,1,19,closest_approach,1235,
925,C3_DFTprod_stopH2_0925,expand/C3_DFTprod_stopH2_0925.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,-1,1,20,closest_approach,1231,
926,C3_DFTprod_stopH2_0926,expand/C3_DFTprod_stopH2_0926.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,3,1,24,closest_approach,1231,
927,C3_DFTprod_stopH2_0927,expand/C3_DFTprod_stopH2_0927.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,0,1,24,closest_approach,1231,
928,C3_DFTprod_stopH2_0928,expand/C3_DFTprod_stopH2_0928.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,0,1,18,closest_approach,1230,
929,C3_DFTprod_stopH2_0929,expand/C3_DFTprod_stopH2_0929.inp,expand/C3_DFTprod_stopH2_group_0920_0929.slurm,2,1,20,closest_approach,1229,
930,C3_DFTprod_stopH2_0930,expand/C3_DFTprod_stopH2_0930.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,2,1,20,closest_approach,1228,
931,C3_DFTprod_stopH2_0931,expand/C3_DFTprod_stopH2_0931.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,4,1,25,closest_approach,1226,
932,C3_DFTprod_stopH2_0932,expand/C3_DFTprod_stopH2_0932.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,0,1,24,closest_approach,1226,
933,C3_DFTprod_stopH2_0933,expand/C3_DFTprod_stopH2_0933.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,2,1,20,closest_approach,1221,
934,C3_DFTprod_stopH2_0934,expand/C3_DFTprod_stopH2_0934.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,-1,1,17,closest_approach,1219,
935,C3_DFTprod_stopH2_0935,expand/C3_DFTprod_stopH2_0935.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,2,1,20,closest_approach,1218,
936,C3_DFTprod_stopH2_0936,expand/C3_DFTprod_stopH2_0936.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,0,1,18,closest_approach,1211,
937,C3_DFTprod_stopH2_0937,expand/C3_DFTprod_stopH2_0937.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,3,1,21,closest_approach,1210,
938,C3_DFTprod_stopH2_0938,expand/C3_DFTprod_stopH2_0938.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,-1,1,14,closest_approach,1210,
939,C3_DFTprod_stopH2_0939,expand/C3_DFTprod_stopH2_0939.inp,expand/C3_DFTprod_stopH2_group_0930_0939.slurm,1,1,25,closest_approach,1207,
940,C3_DFTprod_stopH2_0940,expand/C3_DFTprod_stopH2_0940.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,-1,1,20,closest_approach,1206,
941,C3_DFTprod_stopH2_0941,expand/C3_DFTprod_stopH2_0941.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,4,1,22,closest_approach,1205,
942,C3_DFTprod_stopH2_0942,expand/C3_DFTprod_stopH2_0942.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,2,1,23,closest_approach,1205,
943,C3_DFTprod_stopH2_0943,expand/C3_DFTprod_stopH2_0943.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,2,1,23,closest_approach,1203,
944,C3_DFTprod_stopH2_0944,expand/C3_DFTprod_stopH2_0944.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,1,1,22,closest_approach,1202,
945,C3_DFTprod_stopH2_0945,expand/C3_DFTprod_stopH2_0945.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,3,1,27,closest_approach,1202,
946,C3_DFTprod_stopH2_0946,expand/C3_DFTprod_stopH2_0946.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,0,1,18,closest_approach,1200,
947,C3_DFTprod_stopH2_0947,expand/C3_DFTprod_stopH2_0947.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,-1,1,20,closest_approach,1199,
948,C3_DFTprod_stopH2_0948,expand/C3_DFTprod_stopH2_0948.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,1,1,19,closest_approach,1199,
949,C3_DFTprod_stopH2_0949,expand/C3_DFTprod_stopH2_0949.inp,expand/C3_DFTprod_stopH2_group_0940_0949.slurm,3,1,21,closest_approach,1196,
950,C3_DFTprod_stopH2_0950,expand/C3_DFTprod_stopH2_0950.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,-1,1,20,closest_approach,1196,
951,C3_DFTprod_stopH2_0951,expand/C3_DFTprod_stopH2_0951.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,1,1,22,closest_approach,1196,
952,C3_DFTprod_stopH2_0952,expand/C3_DFTprod_stopH2_0952.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,0,1,21,closest_approach,1195,
953,C3_DFTprod_stopH2_0953,expand/C3_DFTprod_stopH2_0953.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,-2,1,19,closest_approach,1194,
954,C3_DFTprod_stopH2_0954,expand/C3_DFTprod_stopH2_0954.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,4,1,22,closest_approach,1193,
955,C3_DFTprod_stopH2_0955,expand/C3_DFTprod_stopH2_0955.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,-1,1,26,closest_approach,1191,
956,C3_DFTprod_stopH2_0956,expand/C3_DFTprod_stopH2_0956.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,3,1,30,closest_approach,1190,
957,C3_DFTprod_stopH2_0957,expand/C3_DFTprod_stopH2_0957.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,1,1,25,closest_approach,1190,
958,C3_DFTprod_stopH2_0958,expand/C3_DFTprod_stopH2_0958.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,-2,1,13,closest_approach,1190,
959,C3_DFTprod_stopH2_0959,expand/C3_DFTprod_stopH2_0959.inp,expand/C3_DFTprod_stopH2_group_0950_0959.slurm,0,1,21,closest_approach,1185,
960,C3_DFTprod_stopH2_0960,expand/C3_DFTprod_stopH2_0960.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,2,1,29,closest_approach,1182,
961,C3_DFTprod_stopH2_0961,expand/C3_DFTprod_stopH2_0961.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,1,1,19,closest_approach,1182,
962,C3_DFTprod_stopH2_0962,expand/C3_DFTprod_stopH2_0962.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,0,1,27,closest_approach,1182,
963,C3_DFTprod_stopH2_0963,expand/C3_DFTprod_stopH2_0963.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,1,1,16,closest_approach,1182,
964,C3_DFTprod_stopH2_0964,expand/C3_DFTprod_stopH2_0964.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,1,1,28,closest_approach,1180,
965,C3_DFTprod_stopH2_0965,expand/C3_DFTprod_stopH2_0965.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,-1,1,17,closest_approach,1179,
966,C3_DFTprod_stopH2_0966,expand/C3_DFTprod_stopH2_0966.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,0,1,21,closest_approach,1179,
967,C3_DFTprod_stopH2_0967,expand/C3_DFTprod_stopH2_0967.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,3,1,21,closest_approach,1178,
968,C3_DFTprod_stopH2_0968,expand/C3_DFTprod_stopH2_0968.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,-1,1,26,closest_approach,1177,
969,C3_DFTprod_stopH2_0969,expand/C3_DFTprod_stopH2_0969.inp,expand/C3_DFTprod_stopH2_group_0960_0969.slurm,1,1,22,closest_approach,1176,
970,C3_DFTprod_stopH2_0970,expand/C3_DFTprod_stopH2_0970.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,1,1,22,closest_approach,1176,
971,C3_DFTprod_stopH2_0971,expand/C3_DFTprod_stopH2_0971.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,2,1,23,closest_approach,1175,
972,C3_DFTprod_stopH2_0972,expand/C3_DFTprod_stopH2_0972.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,2,1,17,closest_approach,1172,
973,C3_DFTprod_stopH2_0973,expand/C3_DFTprod_stopH2_0973.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,0,1,18,closest_approach,1172,
974,C3_DFTprod_stopH2_0974,expand/C3_DFTprod_stopH2_0974.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,2,1,23,closest_approach,1170,
975,C3_DFTprod_stopH2_0975,expand/C3_DFTprod_stopH2_0975.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,1,1,19,closest_approach,1169,
976,C3_DFTprod_stopH2_0976,expand/C3_DFTprod_stopH2_0976.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,1,1,19,closest_approach,1169,
977,C3_DFTprod_stopH2_0977,expand/C3_DFTprod_stopH2_0977.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,1,1,16,closest_approach,1169,
978,C3_DFTprod_stopH2_0978,expand/C3_DFTprod_stopH2_0978.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,-2,1,13,closest_approach,1168,
979,C3_DFTprod_stopH2_0979,expand/C3_DFTprod_stopH2_0979.inp,expand/C3_DFTprod_stopH2_group_0970_0979.slurm,1,1,22,closest_approach,1167,
980,C3_DFTprod_stopH2_0980,expand/C3_DFTprod_stopH2_0980.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,0,1,21,closest_approach,1165,
981,C3_DFTprod_stopH2_0981,expand/C3_DFTprod_stopH2_0981.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,0,1,18,closest_approach,1164,
982,C3_DFTprod_stopH2_0982,expand/C3_DFTprod_stopH2_0982.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,-1,1,20,closest_approach,1164,
983,C3_DFTprod_stopH2_0983,expand/C3_DFTprod_stopH2_0983.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,1,1,19,closest_approach,1164,
984,C3_DFTprod_stopH2_0984,expand/C3_DFTprod_stopH2_0984.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,2,1,23,closest_approach,1164,
985,C3_DFTprod_stopH2_0985,expand/C3_DFTprod_stopH2_0985.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,1,1,13,closest_approach,1164,
986,C3_DFTprod_stopH2_0986,expand/C3_DFTprod_stopH2_0986.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,1,1,19,closest_approach,1163,
987,C3_DFTprod_stopH2_0987,expand/C3_DFTprod_stopH2_0987.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,1,1,22,closest_approach,1161,
988,C3_DFTprod_stopH2_0988,expand/C3_DFTprod_stopH2_0988.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,2,1,17,closest_approach,1160,
989,C3_DFTprod_stopH2_0989,expand/C3_DFTprod_stopH2_0989.inp,expand/C3_DFTprod_stopH2_group_0980_0989.slurm,0,1,24,closest_approach,1159,
990,C3_DFTprod_stopH2_0990,expand/C3_DFTprod_stopH2_0990.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,1,1,22,closest_approach,1159,
991,C3_DFTprod_stopH2_0991,expand/C3_DFTprod_stopH2_0991.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,1,1,25,closest_approach,1159,
992,C3_DFTprod_stopH2_0992,expand/C3_DFTprod_stopH2_0992.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,4,1,19,closest_approach,1157,
993,C3_DFTprod_stopH2_0993,expand/C3_DFTprod_stopH2_0993.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,2,1,17,closest_approach,1157,
994,C3_DFTprod_stopH2_0994,expand/C3_DFTprod_stopH2_0994.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,-2,1,19,closest_approach,1157,
995,C3_DFTprod_stopH2_0995,expand/C3_DFTprod_stopH2_0995.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,2,1,29,closest_approach,1156,
996,C3_DFTprod_stopH2_0996,expand/C3_DFTprod_stopH2_0996.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,-1,1,26,closest_approach,1156,
997,C3_DFTprod_stopH2_0997,expand/C3_DFTprod_stopH2_0997.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,-1,1,20,closest_approach,1156,
998,C3_DFTprod_stopH2_0998,expand/C3_DFTprod_stopH2_0998.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,0,1,30,closest_approach,1156,
999,C3_DFTprod_stopH2_0999,expand/C3_DFTprod_stopH2_0999.inp,expand/C3_DFTprod_stopH2_group_0990_0999.slurm,2,1,20,closest_approach,1156,
1000,C3_DFTprod_stopH2_1000,expand/C3_DFTprod_stopH2_1000.inp,expand/C3_DFTprod_stopH2_group_1000_1002.slurm,1,1,16,closest_approach,1155,
1001,C3_DFTprod_stopH2_1001,expand/C3_DFTprod_stopH2_1001.inp,expand/C3_DFTprod_stopH2_group_1000_1002.slurm,-1,1,17,closest_approach,1155,
1002,C3_DFTprod_stopH2_1002,expand/C3_DFTprod_stopH2_1002.inp,expand/C3_DFTprod_stopH2_group_1000_1002.slurm,-11,1,13,closest_approach,1137,
