model,frame,molecule_index,species,n_atoms,atom_indices,formula_symbols,formal_charge_sum_e,dft_raw_iao_charge_sum_e,dft_iao_charge_e,mlip_predicted_charge_e,error_e,abs_error_e,centroid_x_A,centroid_y_A,centroid_z_A
polar1m,2,8,H2O,3,13 10 37,O H H,0.0,1.865414,-0.1345860000000001,-0.061689499765599995,0.0728965002344001,0.0728965002344001,11.531917616666666,9.05665681,13.91551029
polar1m,2,9,HO,2,34 15,O H,-1.0,1.3472950000000001,-0.6527049999999999,-0.8029548302296,-0.15024983022960015,0.15024983022960015,11.847741764999999,6.989013034999999,13.8507332
polar1m,2,10,H2O,3,16 22 23,O H H,0.0,1.8767740000000002,-0.12322599999999995,-0.061279181390899995,0.06194681860909995,0.06194681860909995,15.649920973333332,13.882702516666669,12.770680740000001
polar1m,2,11,H2O,3,33 17 32,O H H,0.0,2.032645,0.032645000000000035,0.0307662785053,-0.0018787214947000343,0.0018787214947000343,13.725560363333335,12.636324496666667,13.485931203333331
polar1m,2,12,H2O,3,20 24 41,O H H,0.0,1.999784,-0.000216000000000105,0.010892180725900005,0.01110818072590011,0.01110818072590011,13.010782553333334,9.244884933333333,12.54846741
polar1m,2,13,H2O,3,25 26 29,O H H,0.0,2.112575,0.11257500000000009,0.0656375493854,-0.0469374506146001,0.0469374506146001,13.692680826666665,15.42934188,12.066515936666667
polar1m,3,0,H2O,3,10 0 49,O H H,0.0,1.980307,-0.019693000000000016,-0.0386307388542,-0.018937738854199984,0.018937738854199984,9.350724123333334,13.448203990000001,12.329851179999999
polar1m,3,1,H2O,3,1 8 30,O H H,0.0,2.220996,0.22099600000000008,0.3662408217784,0.14524482177839992,0.14524482177839992,11.784678523333334,12.58073169,10.304418873333333
polar1m,3,2,H2O,3,7 2 35,O H H,0.0,2.0135,0.013499999999999901,0.013182364404200002,-0.00031763559579989914,0.00031763559579989914,9.97377537,11.098731623333334,10.399900886666666
polar1m,3,3,H2O,3,27 3 48,O H H,0.0,2.065286,0.0652859999999999,0.0288886427879,-0.0363973572120999,0.0363973572120999,14.159130450000001,14.114445823333334,10.806888626666668
polar1m,3,4,H2O,3,4 18 46,O H H,0.0,2.020353,0.02035300000000001,0.022488892078399998,0.0021358920783999882,0.0021358920783999882,11.777834286666666,9.680161083333333,9.579251256666666
polar1m,3,5,H2O,3,5 17 37,O H H,0.0,2.086721,0.08672099999999999,0.04355930909511,-0.04316169090488999,0.04316169090488999,10.660274846666667,11.708728166666667,13.663559193333334
polar1m,3,6,H2O,3,36 6 12,O H H,0.0,1.9628510000000001,-0.03714899999999988,-0.005522862076799997,0.031626137923199876,0.031626137923199876,7.319293253333334,14.40635973,13.76047403
polar1m,3,7,H2O,3,11 9 45,O H H,0.0,1.846484,-0.15351599999999999,-0.139149233699,0.014366766300999978,0.014366766300999978,11.46089653,9.10505543,13.999788883333332
polar1m,3,8,H2O,3,32 13 44,O H H,0.0,2.1594160000000002,0.159416,0.1620137505237,0.00259775052370001,0.00259775052370001,16.45910924,13.676291820000001,9.641359623333335
polar1m,3,9,HO,2,41 14,O H,-1.0,1.405185,-0.594815,-0.7168896421791,-0.12207464217910002,0.12207464217910002,11.793843515,7.023138705,13.8668911
polar1m,3,10,H2O,3,15 21 22,O H H,0.0,1.8423249999999998,-0.15767500000000012,-0.0903553999964,0.06731960000360013,0.06731960000360013,15.579713060000001,13.934855663333332,12.692502093333333
polar1m,3,11,H2O,3,40 16 39,O H H,0.0,2.049473,0.049473000000000045,0.034538943320570004,-0.014934056679430041,0.014934056679430041,13.634024413333334,12.730764356666668,13.513022023333333
polar1m,3,12,H2O,3,19 23 50,O H H,0.0,1.9617069999999999,-0.03829300000000008,-0.007232142612399999,0.031060857387600078,0.031060857387600078,12.920529029999999,9.343011423333332,12.577288519999998
polar1m,3,13,H2O,3,33 20 28,O H H,0.0,2.195976,0.19597599999999998,0.1443287655712,-0.05164723442879998,0.05164723442879998,10.776168376666666,15.251466413333333,12.932322246666667
polar1m,3,14,H2O,3,24 26 34,O H H,0.0,2.090877,0.09087700000000004,0.09202860295780001,0.001151602957799966,0.001151602957799966,13.52638273,15.50650436,12.122037343333332
polar1m,3,15,H2O,3,38 25 47,O H H,0.0,1.817234,-0.1827660000000001,-0.1635730192065,0.019192980793500097,0.019192980793500097,15.51227935,11.994456243333333,10.803079639999998
polar1m,3,16,H2O,3,29 31 43,O H H,0.0,1.8826869999999998,-0.11731300000000011,-0.0706350710247,0.04667792897530011,0.04667792897530011,9.574342516666666,13.998574983333333,9.970972963333333
polar1m,3,17,H,1,42,H,1.0,0.398622,0.398622,0.324718028307,-0.073903971693,0.073903971693,12.0,12.0,12.0
polar1m,4,0,H2O,3,11 0 51,O H H,0.0,1.972486,-0.027513999999999927,-0.06623201072189999,-0.038718010721900065,0.038718010721900065,9.33057874,13.521449683333332,12.436372526666668
polar1m,4,1,H2O,3,1 9 31,O H H,0.0,2.228208,0.22820800000000008,0.37303024157889997,0.1448222415788999,0.1448222415788999,11.736266233333334,12.774213903333333,10.310014833333334
polar1m,4,2,H2O,3,8 2 36,O H H,0.0,1.9841199999999999,-0.01588000000000006,-0.006621144711900003,0.009258855288100058,0.009258855288100058,9.932350873333334,11.16494548,10.396038753333334
polar1m,4,3,H2O,3,28 3 50,O H H,0.0,1.917238,-0.08276199999999995,-0.0216128341854,0.06114916581459995,0.06114916581459995,14.187750513333333,14.237112913333334,10.842395796666667
polar1m,4,4,H2O,3,4 21 48,O H H,0.0,1.92619,-0.07380999999999993,-0.018712326884300003,0.05509767311569993,0.05509767311569993,11.77831537,9.79348349,9.550289063333333
polar1m,4,5,H2O,3,5 20 39,O H H,0.0,2.065394,0.06539399999999995,0.0357153750956,-0.02967862490439995,0.02967862490439995,10.540519543333334,11.802592003333332,13.790397096666666
polar1m,4,6,H2O,3,37 6 14,O H H,0.0,1.9459440000000001,-0.05405599999999994,-0.0088248476385,0.04523115236149994,0.04523115236149994,7.30883163,14.472992493333331,13.768582546666666
polar1m,4,7,H2O,3,12 7 16,O H H,0.0,2.145528,0.14552799999999994,0.05692445114257,-0.08860354885742994,0.08860354885742994,15.018134646666667,16.403289909999998,9.834559413333333
polar1m,4,8,HO,2,13 10,O H,-1.0,1.4644400000000002,-0.5355599999999999,-0.4575761817401,0.07798381825989992,0.07798381825989992,11.33161005,9.594691095,13.782237325
polar1m,4,9,H2O,3,15 27 35,O H H,0.0,1.961588,-0.03841199999999989,0.0025107674301000048,0.0409227674300999,0.0409227674300999,8.97650694,10.335659703333334,12.29813148
polar1m,4,10,H2O,3,33 17 46,O H H,0.0,2.11495,0.11495,0.1125795394183,-0.0023704605816999985,0.0023704605816999985,16.437281863333336,13.856287173333333,9.670975696666666
polar1m,4,11,H2O,3,43 18 47,O H H,0.0,1.802165,-0.19783499999999998,-0.39165064319980003,-0.19381564319980005,0.19381564319980005,11.71243696,7.47515393,14.12240557
polar1m,4,12,H2O,3,42 19 41,O H H,0.0,2.051497,0.05149699999999996,0.017007961869300002,-0.03448903813069996,0.03448903813069996,13.564065829999999,12.842204736666666,13.543217040000002
polar1m,4,13,H2O,3,22 25 52,O H H,0.0,1.964307,-0.03569299999999992,-0.010906215757099998,0.02478678424289992,0.02478678424289992,12.87020998,9.414694626666668,12.575772856666667
polar1m,4,14,H2O,3,34 23 29,O H H,0.0,2.2022370000000002,0.2022370000000001,0.1866104193032,-0.01562658069680012,0.01562658069680012,10.76395884,15.356603306666665,12.920881956666667
polar1m,4,15,H2O,3,24 38 53,O H H,0.0,2.130688,0.13068799999999997,0.0669494122267,-0.06373858777329997,0.06373858777329997,12.90482551,8.302061959999998,7.7413368799999995
polar1m,4,16,H2O,3,40 26 49,O H H,0.0,1.817132,-0.18286799999999992,-0.12080548703709999,0.06206251296289993,0.06206251296289993,15.47346246,12.043584743333332,10.834946960000002
polar1m,4,17,H2O,3,30 32 45,O H H,0.0,1.877182,-0.1228180000000001,-0.07843776419809999,0.044380235801900106,0.044380235801900106,9.579445609999999,14.023969653333333,9.99992705
polar1m,4,18,H,1,44,H,1.0,0.428701,0.428701,0.330051273108,-0.09864972689200002,0.09864972689200002,12.0,12.0,12.0
polar1m,5,0,H2O,3,10 0 39,O H H,0.0,1.9420439999999999,-0.05795600000000012,-0.016151055693499998,0.04180494430650012,0.04180494430650012,9.321813663333334,13.52960196,12.487375486666666
polar1m,5,1,H2O,3,1 8 25,O H H,0.0,2.248266,0.24826600000000004,0.3407384585591,0.09247245855909997,0.09247245855909997,11.701129046666667,12.892626406666666,10.32689181
polar1m,5,2,H2O,3,5 2 28,O H H,0.0,1.946727,-0.05327299999999996,-0.024496518075500004,0.028776481924499955,0.028776481924499955,9.903424226666667,11.25937441,10.45491698
polar1m,5,3,H2O,3,3 17 37,O H H,0.0,2.0298030000000002,0.029803000000000024,0.0305089410394,0.0007059410393999745,0.0007059410393999745,11.743895686666667,9.955974316666667,9.580437793333333
polar1m,5,4,H2O,3,4 16 29,O H H,0.0,2.041016,0.04101599999999994,0.037180513143600005,-0.003835486856399936,0.003835486856399936,10.424309023333334,11.969956036666668,13.867812163333333
polar1m,5,5,H2O,3,40 6 18,O H H,0.0,2.116474,0.11647399999999997,0.06224036216731,-0.05423363783268997,0.05423363783268997,8.569988723333333,12.749434063333332,14.635354723333336
polar1m,5,6,H2O,3,7 20 24,O H H,0.0,1.947878,-0.05212200000000006,-0.007461585104400002,0.044660414895600055,0.044660414895600055,17.324206983333333,15.533415356666666,10.9618836
polar1m,5,7,HO,2,11 9,O H,-1.0,1.449991,-0.550009,-0.7019729241725,-0.15196392417250004,0.15196392417250004,11.28741447,9.66847205,13.82504371
polar1m,5,8,H2O,3,12 23 27,O H H,0.0,1.939531,-0.060469000000000106,-0.0005197897552999958,0.05994921024470011,0.05994921024470011,9.044405056666667,10.512291656666667,12.264227456666665
polar1m,5,9,H2O,3,26 13 35,O H H,0.0,2.181861,0.18186099999999994,0.0852657556534,-0.09659524434659994,0.09659524434659994,16.438703896666667,14.011973356666665,9.72095004
polar1m,5,10,H2O,3,33 14 36,O H H,0.0,1.8903,-0.10969999999999996,-0.10771309956886,0.0019869004311399707,0.0019869004311399707,11.699634266666669,7.502623656666667,14.171677746666667
polar1m,5,11,H2O,3,32 15 31,O H H,0.0,2.031469,0.031469000000000136,0.012154847383500002,-0.019314152616500133,0.019314152616500133,13.52590389333333,12.95206522,13.535483423333334
polar1m,5,12,H2O,3,19 21 41,O H H,0.0,1.978209,-0.02179099999999995,-0.008567731827499998,0.013223268172499952,0.013223268172499952,12.845691993333332,9.47513428,12.559529036666666
polar1m,5,13,H2O,3,30 22 38,O H H,0.0,1.857777,-0.14222299999999993,-0.053580608218900004,0.08864239178109992,0.08864239178109992,15.468939863333333,12.045867083333334,10.8692133
polar1m,5,14,H,1,34,H,1.0,0.398652,0.398652,0.352374434471,-0.04627756552900003,0.04627756552900003,12.0,12.0,12.0
polar1m,6,0,H2O,3,10 0 42,O H H,0.0,1.952642,-0.04735800000000001,-0.013151712715600002,0.034206287284400005,0.034206287284400005,9.324332156666665,13.540165906666667,12.528440103333333
polar1m,6,1,H2O,3,1 8 27,O H H,0.0,2.23093,0.23093000000000002,0.2999477256089,0.06901772560889996,0.06901772560889996,11.694497403333335,12.96371219,10.37415398
polar1m,6,2,H2O,3,5 2 31,O H H,0.0,1.9808979999999998,-0.019102000000000063,-0.011139649897799999,0.007962350102200064,0.007962350102200064,9.87346018,11.389713363333334,10.53100708
polar1m,6,3,H2O,3,3 18 40,O H H,0.0,2.0252559999999997,0.025255999999999945,0.0214339215308,-0.003822078469199946,0.003822078469199946,11.644155419999999,10.149715176666666,9.61042295
polar1m,6,4,H2O,3,4 17 32,O H H,0.0,2.034035,0.034034999999999926,0.035330627113599994,0.0012956271136000674,0.0012956271136000674,10.3697315,12.124614466666666,13.893604879999998
polar1m,6,5,H2O,3,43 6 19,O H H,0.0,1.919366,-0.0806340000000001,-0.093583293259,-0.012949293258999905,0.012949293258999905,8.594949646666665,12.707894606666665,14.60364925666667
polar1m,6,6,H2O,3,7 22 26,O H H,0.0,1.995165,-0.004834999999999978,0.0088249258697,0.013659925869699979,0.013659925869699979,17.188019116666666,15.729096366666667,11.028803586666667
polar1m,6,7,HO,2,11 9,O H,-1.0,1.481374,-0.518626,-0.7222895175214,-0.2036635175214,0.2036635175214,11.263309594999999,9.73071365,13.93778935
polar1m,6,8,H2O,3,12 25 30,O H H,0.0,1.9311559999999999,-0.06884400000000007,-0.007801398634900002,0.06104260136510007,0.06104260136510007,9.088050966666666,10.7191773,12.263999256666667
polar1m,6,9,H2O,3,28 13 38,O H H,0.0,2.128329,0.12832900000000003,0.05972502753136,-0.06860397246864003,0.06860397246864003,16.46159243,14.119425049999998,9.763134243333333
polar1m,6,10,H2O,3,36 14 39,O H H,0.0,1.9302059999999999,-0.06979400000000008,-0.06658586300870001,0.00320813699130007,0.00320813699130007,11.667694263333333,7.567019593333334,14.1997662
polar1m,6,11,H2O,3,15 21 29,O H H,0.0,2.161574,0.16157400000000005,0.1678383126853,0.00626431268529995,0.00626431268529995,7.243903593333333,10.731934113333333,14.788103693333333
polar1m,6,12,H2O,3,35 16 34,O H H,0.0,2.041789,0.04178900000000013,0.0121789984405,-0.02961000155950013,0.02961000155950013,13.548032476666664,13.048957456666665,13.484343283333333
polar1m,6,13,H2O,3,20 23 44,O H H,0.0,1.980048,-0.019952000000000025,-0.009009331464799996,0.01094266853520003,0.01094266853520003,12.832231353333333,9.555482933333332,12.562797410000002
polar1m,6,14,H2O,3,33 24 41,O H H,0.0,1.866899,-0.13310100000000002,-0.040689442306700005,0.09241155769330002,0.09241155769330002,15.4968006,12.046718069999999,10.887567426666669
polar1m,6,15,H,1,37,H,1.0,0.340334,0.340334,0.358970671892,0.018636671891999967,0.018636671891999967,12.0,12.0,12.0
polar1m,7,0,H2O,3,0 6 24,O H H,0.0,2.2316130000000003,0.23161300000000007,0.2842958420512,0.05268284205119994,0.05268284205119994,11.703895643333333,13.04131088,10.408432833333334
polar1m,7,1,H2O,3,5 1 27,O H H,0.0,2.013741,0.013740999999999892,0.009703923016799999,-0.004037076983199894,0.004037076983199894,9.834353299999998,11.510739123333332,10.498213613333332
polar1m,7,2,H2O,3,2 16 36,O H H,0.0,2.049441,0.04944100000000001,0.0306686218829,-0.018772378117100013,0.018772378117100013,11.5618602,10.340721133333332,9.587147706666668
polar1m,7,3,H2O,3,13 3 9,O H H,0.0,2.008823,0.00882300000000008,0.011830005794799998,0.003007005794799917,0.003007005794799917,10.599015783333334,13.632620226666667,7.786007396666665
polar1m,7,4,H2O,3,4 15 28,O H H,0.0,2.095607,0.09560700000000011,0.0441920384765,-0.051414961523500106,0.051414961523500106,10.362698746666666,12.227947703333333,13.90906253
polar1m,7,5,HO,2,8 7,O H,-1.0,1.563528,-0.43647199999999997,-0.5675283446906,-0.1310563446906,0.1310563446906,11.20898295,9.813270280000001,13.946817915
polar1m,7,6,H2O,3,10 23 26,O H H,0.0,1.8307790000000002,-0.16922099999999995,-0.0435420684516,0.12567893154839996,0.12567893154839996,9.0267204,10.93352317,12.250935146666668
polar1m,7,7,H2O,3,25 11 34,O H H,0.0,2.140772,0.1407719999999999,0.0662512164563,-0.0745207835436999,0.0745207835436999,16.473607843333333,14.21900454,9.770563836666668
polar1m,7,8,H2O,3,32 12 35,O H H,0.0,1.9026200000000002,-0.09737999999999991,-0.15639138594236,-0.05901138594236008,0.05901138594236008,11.605648226666666,7.729297976666667,14.225009306666665
polar1m,7,9,H2O,3,31 14 30,O H H,0.0,2.064718,0.064718,0.0187163874506,-0.046001612549399995,0.046001612549399995,13.616972183333333,13.147315673333333,13.440266966666664
polar1m,7,10,H2O,3,19 17 21,O H H,0.0,1.901355,-0.09864500000000015,-0.0471104532485,0.05153454675150015,0.05153454675150015,10.26405786,11.140792696666667,15.794948516666665
polar1m,7,11,H2O,3,18 20 38,O H H,0.0,2.00672,0.006719999999999948,-0.0007896311582000007,-0.007509631158199949,0.007509631158199949,12.82335276,9.636795053333334,12.551628903333333
polar1m,7,12,H2O,3,29 22 37,O H H,0.0,1.853895,-0.14610500000000004,-0.0472451373935,0.09885986260650004,0.09885986260650004,15.513352509999999,12.068748633333334,10.877836686666667
polar1m,7,13,H,1,33,H,1.0,0.33639,0.33639,0.396949052811,0.06055905281099999,0.06055905281099999,12.0,12.0,12.0
polar1m,8,0,H2O,3,0 5 20,O H H,0.0,2.258473,0.25847299999999995,0.2628326155242,0.004359615524200056,0.004359615524200056,11.735026373333334,13.116518203333333,10.38300679
polar1m,8,1,H2O,3,4 1 22,O H H,0.0,2.031408,0.0314080000000001,0.0394935011864,0.008085501186399897,0.008085501186399897,9.811920093333333,11.649067153333332,10.417101586666668
polar1m,8,2,H2O,3,2 12 30,O H H,0.0,2.0776310000000002,0.077631,0.044781904667700004,-0.0328490953323,0.0328490953323,11.50548059,10.522437133333334,9.522608473333333
polar1m,8,3,H2O,3,3 11 23,O H H,0.0,2.110998,0.1109980000000001,0.0513388253748,-0.059659174625200095,0.059659174625200095,10.38199505,12.360311813333333,13.864362113333334
polar1m,8,4,H2O,3,7 6 29,O H H,0.0,1.971405,-0.02859499999999998,-0.0480965115131,-0.01950151151310002,0.01950151151310002,11.251787013333333,9.556707786666667,14.086112233333333
polar1m,8,5,H2O,3,8 19 21,O H H,0.0,1.801496,-0.19850400000000007,-0.0789285786447,0.11957542135530007,0.11957542135530007,8.88526677,11.146322799999998,12.242497440000001
polar1m,8,6,HO,2,27 9,O H,-1.0,1.482168,-0.5178320000000001,-0.5120209977026999,0.0058110022973001385,0.0058110022973001385,11.579697115,7.441202545,14.109368515
polar1m,8,7,H2O,3,26 10 25,O H H,0.0,2.078954,0.07895400000000008,0.028564792126400004,-0.05038920787360007,0.05038920787360007,13.700781319999999,13.257028920000002,13.39979376
polar1m,8,8,H2O,3,15 13 17,O H H,0.0,1.855754,-0.14424600000000004,-0.22319684922670002,-0.07895084922669998,0.07895084922669998,10.240522716666666,11.200248363333332,15.788559496666666
polar1m,8,9,H2O,3,14 16 32,O H H,0.0,1.982031,-0.017968999999999957,0.0090065188706,0.026975518870599957,0.026975518870599957,12.81695354,9.713280086666666,12.503930223333333
polar1m,8,10,H2O,3,24 18 31,O H H,0.0,1.995073,-0.004926999999999904,0.008696993812900004,0.013623993812899908,0.013623993812899908,15.51454431,12.085470606666666,10.849545883333334
polar1m,8,11,H,1,28,H,1.0,0.354608,0.354608,0.417527794838,0.06291979483800003,0.06291979483800003,12.0,12.0,12.0
polar1m,9,0,H2O,3,8 0 45,O H H,0.0,2.017538,0.017537999999999943,-0.009134408086500012,-0.026672408086499955,0.026672408086499955,9.378702293333333,13.782969136666667,12.5176694
polar1m,9,1,H2O,3,1 6 28,O H H,0.0,2.214804,0.214804,0.181862905622,-0.032941094377999997,0.032941094377999997,11.80196001,13.197524999999999,10.325020903333334
polar1m,9,2,H2O,3,5 2 33,O H H,0.0,2.0310889999999997,0.031088999999999922,0.015376593917599997,-0.015712406082399925,0.015712406082399925,9.804311499999999,11.81599543,10.34140702
polar1m,9,3,H2O,3,3 17 43,O H H,0.0,2.049913,0.04991300000000004,0.0248555671424,-0.02505743285760004,0.02505743285760004,11.410787276666667,10.655007996666667,9.42277913
polar1m,9,4,H2O,3,4 16 34,O H H,0.0,2.059368,0.05936800000000009,0.022199567407400003,-0.03716843259260008,0.03716843259260008,10.436217743333334,12.496948456666665,13.772311046666667
polar1m,9,5,H3O,4,9 7 23 42,O H H H,1.0,2.372455,0.37245500000000004,0.3561005219815,-0.01635447801850004,0.01635447801850004,11.1578548925,9.937305652500001,14.372929240000001
polar1m,9,6,H2O,3,10 24 31,O H H,0.0,1.845542,-0.15445799999999998,-0.0534976683557,0.10096033164429999,0.10096033164429999,8.78039469,11.34441296,12.272235199999999
polar1m,9,7,H2O,3,32 11 13,O H H,0.0,1.987408,-0.012591999999999937,0.0201465561986,0.03273855619859994,0.03273855619859994,9.9274541,6.19869551,14.535249396666666
polar1m,9,8,HO,2,38 12,O H,-1.0,1.3940359999999998,-0.6059640000000001,-0.6506894528867,-0.044725452886699935,0.044725452886699935,11.51389403,7.53383644,14.087722055
polar1m,9,9,H2O,3,40 14 36,O H H,0.0,2.049601,0.049600999999999895,0.030499156564500002,-0.019101843435499893,0.019101843435499893,11.23954635,16.183117890000002,10.08442893
polar1m,9,10,H2O,3,37 15 35,O H H,0.0,2.068261,0.06826099999999996,0.0194705873727,-0.04879041262729996,0.04879041262729996,13.798223476666665,13.3529318,13.319874630000001
polar1m,9,11,HO,2,20 18,O H,-1.0,1.471857,-0.528143,-0.5244071707129999,0.003735829287000114,0.003735829287000114,9.899478375000001,11.490387134999999,16.117999635
polar1m,9,12,H2O,3,19 22 47,O H H,0.0,1.982051,-0.017949000000000048,0.0100162997842,0.027965299784200048,0.027965299784200048,12.828656899999999,9.796668173333332,12.446110223333335
polar1m,9,13,H2O,3,30 21 25,O H H,0.0,2.2176109999999998,0.21761099999999994,0.160240009427,-0.057370990572999936,0.057370990572999936,10.703059083333335,15.90979345,13.043796703333333
polar1m,9,14,H2O,3,46 26 44,O H H,0.0,2.000598,0.0005979999999999319,0.0154262445867,0.014828244586700068,0.014828244586700068,9.857645513333333,17.493287576666667,8.42838978
