model,frame,atom_index,symbol,x_A,y_A,z_A,formal_charge_e,dft_raw_iao_charge_e,dft_iao_charge_e,mlip_predicted_charge_e,error_e,abs_error_e
polar1s,1,31,O,12.3231702,6.83507582,14.16173585,-2.0,0.971498,-1.028502,-0.776386260986,0.252115739014,0.252115739014
polar1s,1,32,H,12.0,12.0,12.0,1.0,0.349708,0.349708,0.249708086252,-0.09999991374800002,0.09999991374800002
polar1s,1,33,H,13.57074473,9.61560452,10.25382214,1.0,0.322579,0.322579,0.229821443558,-0.09275755644200001,0.09275755644200001
polar1s,1,34,H,11.8173039,8.29891329,14.30091622,1.0,0.369392,0.369392,0.143350660801,-0.226041339199,0.226041339199
polar1s,1,35,H,11.83651308,8.95779863,8.82406758,1.0,0.391308,0.391308,0.244302392006,-0.14700560799399998,0.14700560799399998
polar1s,1,36,H,14.38750247,14.54766011,10.52496611,1.0,0.379277,0.379277,0.19660961628,-0.18266738371999997,0.18266738371999997
polar1s,1,37,H,9.87635078,13.76604825,11.99907315,1.0,0.427917,0.427917,0.253322720528,-0.174594279472,0.174594279472
polar1s,1,38,H,12.90831024,8.46548742,12.83895778,1.0,0.391787,0.391787,0.222357690334,-0.169429309666,0.169429309666
polar1s,2,0,H,8.96436669,12.94400932,12.75648162,1.0,0.446883,0.446883,0.250209867954,-0.19667313204599995,0.19667313204599995
polar1s,2,1,O,11.83746161,12.15315833,10.51791379,-2.0,1.355765,-0.6442349999999999,-0.33518627286,0.30904872713999987,0.30904872713999987
polar1s,2,2,H,10.05383791,10.84523126,9.60234736,1.0,0.391882,0.391882,0.214191824198,-0.177690175802,0.177690175802
polar1s,2,3,H,14.01741449,13.51968023,11.44155345,1.0,0.369447,0.369447,0.216998249292,-0.152448750708,0.152448750708
polar1s,2,4,O,11.52337375,9.77044,9.55872192,-2.0,1.192397,-0.8076030000000001,-0.448753833771,0.3588491662290001,0.3588491662290001
polar1s,2,5,O,14.01156364,9.25836812,9.36461645,-2.0,1.256589,-0.743411,-0.473246157169,0.27016484283100006,0.27016484283100006
polar1s,2,6,O,10.80660368,11.49372957,13.31831367,-2.0,1.318633,-0.6813670000000001,-0.401245594025,0.28012140597500007,0.28012140597500007
polar1s,2,7,H,15.61627879,16.27891127,10.14159963,1.0,0.450116,0.450116,0.258750081062,-0.19136591893800003,0.19136591893800003
polar1s,2,8,O,9.78409274,11.37568541,10.34457889,-2.0,1.215108,-0.7848919999999999,-0.468509554863,0.3163824451369999,0.3163824451369999
polar1s,2,9,H,11.28753613,12.07347938,9.69751136,1.0,0.455631,0.455631,0.239182114601,-0.216448885399,0.216448885399
polar1s,2,10,H,11.49029358,9.56016679,13.23515509,1.0,0.334906,0.334906,0.236390307546,-0.09851569245399999,0.09851569245399999
polar1s,2,11,O,9.30050799,13.10452572,11.97063193,-2.0,1.188657,-0.8113429999999999,-0.445635199547,0.36570780045299994,0.36570780045299994
polar1s,2,12,O,14.71778475,16.23188424,9.97894398,-2.0,1.238883,-0.761117,-0.414100915194,0.34701608480600005,0.34701608480600005
polar1s,2,13,O,11.42381794,9.2932028,14.17776646,-2.0,1.165687,-0.8343130000000001,-0.48013523221,0.3541777677900001,0.3541777677900001
polar1s,2,14,H,14.76169969,15.40673678,9.36599571,1.0,0.395494,0.395494,0.249790593982,-0.14570340601800003,0.14570340601800003
polar1s,2,15,H,11.46939604,7.02791872,13.51852911,1.0,0.304362,0.304362,0.190091386437,-0.11427061356300003,0.11427061356300003
polar1s,2,16,O,15.96176593,13.95500436,12.89440952,-2.0,1.095255,-0.9047449999999999,-0.554931461811,0.34981353818899996,0.34981353818899996
polar1s,2,17,H,14.39871659,12.87593726,13.92359635,1.0,0.422423,0.422423,0.231691539288,-0.190731460712,0.190731460712
polar1s,2,18,H,10.47620639,12.46423249,13.38061526,1.0,0.379863,0.379863,0.244742512703,-0.13512048729700002,0.13512048729700002
polar1s,2,19,H,12.11261163,9.70102716,10.3659008,1.0,0.363575,0.363575,0.225526303053,-0.13804869694699998,0.13804869694699998
polar1s,2,20,O,13.12286221,9.15313195,12.14350507,-2.0,1.233318,-0.7666820000000001,-0.418582886457,0.3480991135430001,0.3480991135430001
polar1s,2,21,H,14.72813804,9.98057736,9.39454321,1.0,0.384074,0.384074,0.232185915112,-0.151888084888,0.151888084888
polar1s,2,22,H,15.85478777,13.07906163,12.77008554,1.0,0.42305,0.42305,0.239657312632,-0.183392687368,0.183392687368
polar1s,2,23,H,15.13320922,14.61404156,12.64754716,1.0,0.358469,0.358469,0.169154450297,-0.189314549703,0.189314549703
polar1s,2,24,H,13.14598214,9.96973279,12.63119481,1.0,0.371174,0.371174,0.242913544178,-0.128260455822,0.128260455822
polar1s,2,25,O,14.04102224,15.33985682,12.14504809,-2.0,1.258755,-0.7412449999999999,-0.329501658678,0.4117433413219999,0.4117433413219999
polar1s,2,26,H,13.43151805,15.98154056,12.5361567,1.0,0.43047,0.43047,0.262505531311,-0.167964468689,0.167964468689
polar1s,2,27,O,14.09799325,13.75944067,10.49853811,-2.0,1.215409,-0.784591,-0.441146105528,0.34344489447200005,0.34344489447200005
polar1s,2,28,H,12.39792862,12.8799863,10.63417058,1.0,0.404263,0.404263,0.2326592803,-0.1716037197,0.1716037197
polar1s,2,29,H,13.60550219,14.96662826,11.51834302,1.0,0.42335,0.42335,0.223581448197,-0.19976855180300002,0.19976855180300002
polar1s,2,30,H,10.1783339,10.87809722,11.1072205,1.0,0.37242,0.37242,0.23242379725,-0.13999620274999997,0.13999620274999997
polar1s,2,31,H,11.10445322,10.9279191,13.98225949,1.0,0.427857,0.427857,0.225009575486,-0.20284742451399998,0.20284742451399998
polar1s,2,32,H,12.92503252,12.40369845,13.42823168,1.0,0.354792,0.354792,0.237563729286,-0.117228270714,0.117228270714
polar1s,2,33,O,13.85293198,12.62933778,13.10596558,-2.0,1.25543,-0.74457,-0.387459844351,0.35711015564899995,0.35711015564899995
polar1s,2,34,O,12.22608749,6.95010735,14.18293729,-2.0,1.042933,-0.9570669999999999,-0.720683932304,0.23638306769599993,0.23638306769599993
polar1s,2,35,H,12.0,12.0,12.0,1.0,0.367018,0.367018,0.204254731536,-0.16276326846400002,0.16276326846400002
polar1s,2,36,H,13.55343108,9.6793057,10.26251886,1.0,0.327996,0.327996,0.217188760638,-0.11080723936200002,0.11080723936200002
polar1s,2,37,H,11.68164133,8.31660084,14.33360932,1.0,0.364821,0.364821,0.134466826916,-0.230354173084,0.230354173084
polar1s,2,38,H,11.79175971,9.20703195,8.92847873,1.0,0.455415,0.455415,0.245081096888,-0.210333903112,0.210333903112
polar1s,2,39,H,14.32397755,14.69481816,10.46067996,1.0,0.373399,0.373399,0.190496385098,-0.182902614902,0.182902614902
polar1s,2,40,H,9.80215305,13.87920245,11.9880103,1.0,0.41874,0.41874,0.259539484978,-0.159200515022,0.159200515022
polar1s,2,41,H,12.76350331,8.61179006,12.87070235,1.0,0.395292,0.395292,0.212872192264,-0.18241980773599997,0.18241980773599997
polar1s,3,0,H,8.87127667,13.01879536,12.90607139,1.0,0.350291,0.350291,0.207191616297,-0.14309938370300002,0.14309938370300002
polar1s,3,1,O,11.80458031,12.24340955,10.52251282,-2.0,1.376721,-0.6232789999999999,-0.312954932451,0.31032406754899994,0.31032406754899994
polar1s,3,2,H,9.967947,10.89346725,9.71535008,1.0,0.42119,0.42119,0.208801150322,-0.212388849678,0.212388849678
polar1s,3,3,H,14.12985056,13.59285436,11.43969158,1.0,0.383158,0.383158,0.215109676123,-0.168048323877,0.168048323877
polar1s,3,4,O,11.43376193,9.87024532,9.5352812,-2.0,1.176941,-0.823059,-0.446415901184,0.376643098816,0.376643098816
polar1s,3,5,O,10.76080281,11.62987832,13.39267545,-2.0,1.300225,-0.699775,-0.415873587132,0.283901412868,0.283901412868
polar1s,3,6,H,6.8876523,14.50428252,14.49463575,1.0,0.422337,0.422337,0.252915948629,-0.169421051371,0.169421051371
polar1s,3,7,O,9.72477455,11.44277791,10.37772071,-2.0,1.227453,-0.7725470000000001,-0.440522104502,0.33202489549800007,0.33202489549800007
polar1s,3,8,H,11.36070013,12.34675825,9.69091574,1.0,0.468263,0.468263,0.225464269519,-0.24279873048099998,0.24279873048099998
polar1s,3,9,H,11.37327658,9.62370771,13.36726361,1.0,0.375939,0.375939,0.234192922711,-0.14174607728900002,0.14174607728900002
polar1s,3,10,O,9.29586278,13.15218392,12.02236563,-2.0,1.294039,-0.7059610000000001,-0.446252167225,0.25970883277500006,0.25970883277500006
polar1s,3,11,O,11.40831243,9.38544438,14.21209105,-2.0,1.118123,-0.881877,-0.510448634624,0.371428365376,0.371428365376
polar1s,3,12,H,8.01102367,14.12044712,13.23466235,1.0,0.318046,0.318046,0.251601219177,-0.06644478082299998,0.06644478082299998
polar1s,3,13,H,16.93299654,13.38506936,9.09749796,1.0,0.422714,0.422714,0.262182563543,-0.16053143645699997,0.16053143645699997
polar1s,3,14,H,11.43853194,6.96964711,13.50305277,1.0,0.311365,0.311365,0.196675866842,-0.114689133158,0.114689133158
polar1s,3,15,O,15.95046983,14.06357636,12.90044711,-2.0,1.15,-0.8500000000000001,-0.553819358349,0.2961806416510001,0.2961806416510001
polar1s,3,16,H,14.13336173,12.90380024,14.0490535,1.0,0.444948,0.444948,0.230069428682,-0.214878571318,0.214878571318
polar1s,3,17,H,10.3482994,12.50417358,13.47604737,1.0,0.375551,0.375551,0.242211699486,-0.13333930051400003,0.13333930051400003
polar1s,3,18,H,11.99058508,9.84884242,10.28274557,1.0,0.407735,0.407735,0.238872647285,-0.16886235271500002,0.16886235271500002
polar1s,3,19,O,13.0555327,9.21949519,12.15079416,-2.0,1.244862,-0.7551380000000001,-0.458503007889,0.2966349921110001,0.2966349921110001
polar1s,3,20,H,10.74018463,15.83874917,12.58935126,1.0,0.472785,0.472785,0.257058590651,-0.215726409349,0.215726409349
polar1s,3,21,H,15.71345501,13.13054843,12.7609647,1.0,0.371498,0.371498,0.2122605443,-0.1592374557,0.1592374557
polar1s,3,22,H,15.07521434,14.6104422,12.41609447,1.0,0.320827,0.320827,0.157118231058,-0.16370876894199998,0.16370876894199998
polar1s,3,23,H,13.0219566,10.10772182,12.65377979,1.0,0.330372,0.330372,0.231570526958,-0.09880147304199999,0.09880147304199999
polar1s,3,24,O,14.0057308,15.43272171,12.16931306,-2.0,1.345223,-0.6547769999999999,-0.322635322809,0.33214167719099996,0.33214167719099996
polar1s,3,25,H,15.95429849,12.60938869,10.50215823,1.0,0.369113,0.369113,0.116512447596,-0.25260055240400003,0.25260055240400003
polar1s,3,26,H,13.25243501,16.03382443,12.65234262,1.0,0.370166,0.370166,0.251198291779,-0.118967708221,0.118967708221
polar1s,3,27,O,14.05867465,13.89521357,10.54905621,-2.0,1.279297,-0.7207030000000001,-0.394130676985,0.3265723230150001,0.3265723230150001
polar1s,3,28,H,10.71602863,14.95060557,13.61015161,1.0,0.422483,0.422483,0.264781475067,-0.157701524933,0.157701524933
polar1s,3,29,O,9.49294295,13.92802242,9.6635465,-2.0,1.149857,-0.8501430000000001,-0.560280799866,0.2898622001340001,0.2898622001340001
polar1s,3,30,H,12.18875513,13.15202727,10.69982806,1.0,0.376012,0.376012,0.238992363214,-0.13701963678600002,0.13701963678600002
polar1s,3,31,H,9.79772433,13.17239583,10.49157384,1.0,0.343771,0.343771,0.240265458822,-0.10350554117799998,0.10350554117799998
polar1s,3,32,O,16.58536979,13.54007056,10.01728348,-2.0,1.336778,-0.663222,-0.318257808685,0.344964191315,0.344964191315
polar1s,3,33,O,10.87229187,14.9650445,12.59746387,-2.0,1.300708,-0.699292,-0.265172094107,0.43411990589300004,0.43411990589300004
polar1s,3,34,H,13.32098238,15.05296694,11.54445635,1.0,0.375488,0.375488,0.235819026828,-0.139668973172,0.139668973172
polar1s,3,35,H,10.22860456,10.95994971,11.10663187,1.0,0.364857,0.364857,0.230269134045,-0.134587865955,0.134587865955
polar1s,3,36,O,7.05920379,14.59434955,13.55212399,-2.0,1.222468,-0.7775319999999999,-0.516912698746,0.2606193012539999,0.2606193012539999
polar1s,3,37,H,10.87172233,10.9921326,14.12195476,1.0,0.410945,0.410945,0.225489363074,-0.185455636926,0.185455636926
polar1s,3,38,O,15.74684826,11.63341162,10.84132114,-2.0,1.096337,-0.9036630000000001,-0.55839240551,0.3452705944900001,0.3452705944900001
polar1s,3,39,H,12.90135757,12.61791199,13.33563082,1.0,0.35011,0.35011,0.230706289411,-0.11940371058899998,0.11940371058899998
polar1s,3,40,O,13.86735394,12.67058084,13.15438175,-2.0,1.254415,-0.7455849999999999,-0.371904879808,0.3736801201919999,0.3736801201919999
polar1s,3,41,O,12.14915509,7.0766303,14.23072943,-2.0,1.09382,-0.90618,-0.657559812069,0.24862018793099994,0.24862018793099994
polar1s,3,42,H,12.0,12.0,12.0,1.0,0.398622,0.398622,0.185429543257,-0.21319245674299997,0.21319245674299997
polar1s,3,43,H,9.43236027,14.8953067,9.75779855,1.0,0.389059,0.389059,0.230453878641,-0.15860512135899998,0.15860512135899998
polar1s,3,44,H,15.85896139,14.10373554,9.80929743,1.0,0.399924,0.399924,0.262184053659,-0.137739946341,0.137739946341
polar1s,3,45,H,11.60110058,8.3060142,14.42001199,1.0,0.352422,0.352422,0.10545091331,-0.24697108669,0.24697108669
polar1s,3,46,H,11.90915585,9.32139551,8.919727,1.0,0.435677,0.435677,0.244982674718,-0.19069432528199998,0.19069432528199998
polar1s,3,47,H,14.8356913,11.74056842,11.06575955,1.0,0.351784,0.351784,0.234601080418,-0.11718291958199997,0.11718291958199997
polar1s,3,48,H,14.28886614,14.85526954,10.43191809,1.0,0.402831,0.402831,0.2454893291,-0.1573416709,0.1573416709
polar1s,3,49,H,9.88503292,14.17363269,12.06111652,1.0,0.335977,0.335977,0.182501420379,-0.15347557962100003,0.15347557962100003
polar1s,3,50,H,12.68409779,8.70181726,12.92729161,1.0,0.386473,0.386473,0.201612472534,-0.184860527466,0.184860527466
polar1s,4,0,H,8.80100547,13.06351072,13.0474962,1.0,0.307418,0.307418,0.198475927114,-0.10894207288600002,0.10894207288600002
polar1s,4,1,O,11.79362275,12.34858769,10.54371461,-2.0,1.387984,-0.6120159999999999,-0.278161346912,0.3338546530879999,0.3338546530879999
polar1s,4,2,H,9.9317391,10.84567298,9.6932724,1.0,0.367629,0.367629,0.197110593319,-0.170518406681,0.170518406681
polar1s,4,3,H,14.26805032,13.6789104,11.47970674,1.0,0.376575,0.376575,0.215043544769,-0.161531455231,0.161531455231
polar1s,4,4,O,11.3483438,9.97789625,9.51861183,-2.0,1.188957,-0.811043,-0.483234673738,0.32780832626199996,0.32780832626199996
polar1s,4,5,O,10.72989484,11.7689983,13.46934053,-2.0,1.285262,-0.7147380000000001,-0.391521632671,0.3232163673290001,0.3232163673290001
polar1s,4,6,H,6.83493538,14.55599033,14.53083693,1.0,0.414836,0.414836,0.248670637608,-0.16616536239199997,0.16616536239199997
polar1s,4,7,H,15.65910398,16.72966777,10.27634452,1.0,0.412978,0.412978,0.268594861031,-0.144383138969,0.144383138969
polar1s,4,8,O,9.67191749,11.51506538,10.42908314,-2.0,1.246864,-0.753136,-0.458674103022,0.294461896978,0.294461896978
polar1s,4,9,H,11.42269176,12.60458367,9.6585892,1.0,0.465624,0.465624,0.212267622352,-0.253356377648,0.253356377648
polar1s,4,10,H,11.25903085,9.70639755,13.29562957,1.0,0.298315,0.298315,0.226628109813,-0.071686890187,0.071686890187
polar1s,4,11,O,9.30607628,13.22109553,12.08095759,-2.0,1.340586,-0.659414,-0.444275379181,0.21513862081899993,0.21513862081899993
polar1s,4,12,O,14.68643736,16.39734939,10.09752912,-2.0,1.326536,-0.6734640000000001,-0.365885287523,0.3075787124770001,0.3075787124770001
polar1s,4,13,O,11.40418925,9.48298464,14.26884508,-2.0,1.166125,-0.8338749999999999,-0.565897405148,0.2679775948519999,0.2679775948519999
polar1s,4,14,H,8.0096645,14.1879594,13.18239253,1.0,0.328632,0.328632,0.24492007494,-0.08371192505999997,0.08371192505999997
polar1s,4,15,O,8.70862985,10.61675447,12.42240552,-2.0,1.210252,-0.7897479999999999,-0.461237698793,0.3285103012069999,0.3285103012069999
polar1s,4,16,H,14.7088626,16.08285257,9.1298046,1.0,0.406014,0.406014,0.267760634422,-0.138253365578,0.138253365578
polar1s,4,17,H,16.84833018,13.58552558,9.10335277,1.0,0.41117,0.41117,0.256924510002,-0.15424548999799997,0.15424548999799997
polar1s,4,18,H,11.49238913,6.92790589,13.59008108,1.0,0.368422,0.368422,0.229445278645,-0.13897672135500003,0.13897672135500003
polar1s,4,19,H,13.89463467,12.96909628,14.1787055,1.0,0.426562,0.426562,0.227123588324,-0.199438411676,0.199438411676
polar1s,4,20,H,10.244132,12.51251184,13.59283417,1.0,0.397116,0.397116,0.232233703136,-0.16488229686400002,0.16488229686400002
polar1s,4,21,H,11.90210506,10.00885142,10.28376771,1.0,0.3876,0.3876,0.220816507936,-0.166783492064,0.166783492064
polar1s,4,22,O,12.99503514,9.29799039,12.17130268,-2.0,1.220841,-0.7791589999999999,-0.468544900417,0.31061409958299996,0.31061409958299996
polar1s,4,23,H,10.68953666,16.04149317,12.48980739,1.0,0.433133,0.433133,0.266663759947,-0.166469240053,0.166469240053
polar1s,4,24,O,12.84587636,8.33830632,8.15220609,-2.0,1.265733,-0.734267,-0.367667645216,0.366599354784,0.366599354784
polar1s,4,25,H,12.94429712,10.17513867,12.61630912,1.0,0.348528,0.348528,0.235922202468,-0.11260579753200001,0.11260579753200001
polar1s,4,26,H,15.89070227,12.65759286,10.56747578,1.0,0.370207,0.370207,0.13232204318,-0.23788495682000002,0.23788495682000002
polar1s,4,27,H,9.53666832,10.52208227,12.78458394,1.0,0.380419,0.380419,0.217760398984,-0.16265860101600002,0.16265860101600002
polar1s,4,28,O,14.02898964,14.03027215,10.60101107,-2.0,1.178166,-0.821834,-0.460140705109,0.36169329489099994,0.36169329489099994
polar1s,4,29,H,10.73152804,14.98029955,13.60881221,1.0,0.436767,0.436767,0.268875479698,-0.167891520302,0.167891520302
polar1s,4,30,O,9.45555444,13.9957144,9.73970491,-2.0,1.0876,-0.9124000000000001,-0.598566949368,0.31383305063200007,0.31383305063200007
polar1s,4,31,H,11.99248419,13.36947035,10.72774069,1.0,0.3746,0.3746,0.231354787946,-0.14324521205399998,0.14324521205399998
polar1s,4,32,H,9.8094767,13.22310933,10.55989026,1.0,0.34729,0.34729,0.257178723812,-0.09011127618799997,0.09011127618799997
polar1s,4,33,O,16.57046953,13.62268444,10.06356973,-2.0,1.351237,-0.648763,-0.35299217701,0.29577082298999996,0.29577082298999996
