model,frame,instance_index,local_frame,molecule_index,species,n_atoms,atom_indices,oxygen_atom_index,hydrogen_atom_indices,molecule_track_id,formula_symbols,formal_charge_sum_e,dft_raw_iao_charge_sum_e,dft_iao_charge_e,mlip_predicted_charge_e,error_e,abs_error_e,centroid_x_A,centroid_y_A,centroid_z_A
polar1s,77,7,7,12,H2O,3,35 22 27,35,22 27,O:35,O H H,0.0,2.0616309999999998,0.061630999999999936,0.099160283804,0.03752928380400006,0.03752928380400006,12.14968383,8.657052426666667,11.727256343333332
polar1s,77,7,7,13,H,1,31,,31,H:31,H,1.0,0.369234,0.369234,0.328378915787,-0.04085508421299999,0.04085508421299999,12.0,12.0,12.0
polar1s,78,7,8,0,H2O,3,0 4 6,0,4 6,O:0,O H H,0.0,2.122113,0.12211299999999997,0.02360211312799998,-0.09851088687199999,0.09851088687199999,11.278507103333332,12.9078374,13.5959551
polar1s,78,7,8,1,H2O,3,14 1 32,14,1 32,O:14,O H H,0.0,2.035162,0.03516200000000008,0.076601475478,0.04143947547799992,0.04143947547799992,13.638194193333334,7.35318909,12.788891826666665
polar1s,78,7,8,2,H2O,3,12 2 19,12,2 19,O:12,O H H,0.0,2.0506729999999997,0.05067299999999991,0.09039095044100001,0.0397179504410001,0.0397179504410001,10.461166823333334,10.335935133333335,14.002363566666666
polar1s,78,7,8,3,H2O,3,24 3 7,24,3 7,O:24,O H H,0.0,2.104194,0.10419399999999995,0.125364899635,0.021170899635000046,0.021170899635000046,10.85735392,11.360822326666666,10.473926253333333
polar1s,78,7,8,4,H2O,3,5 30 33,5,30 33,O:5,O H H,0.0,1.937975,-0.062024999999999886,-0.03269314765900003,0.02933185234099986,0.02933185234099986,11.980489383333333,14.86263966,12.270553376666667
polar1s,78,7,8,5,H2O,3,23 8 16,23,8 16,O:23,O H H,0.0,2.0257829999999997,0.02578299999999989,0.04742334782999999,0.0216403478300001,0.0216403478300001,10.18147457,13.900904673333335,10.349614453333333
polar1s,78,7,8,6,H2O,3,9 26 28,9,26 28,O:9,O H H,0.0,2.027828,0.02782800000000013,0.03653413057299998,0.008706130572999848,0.008706130572999848,13.28523494,10.498043033333333,13.075363426666668
polar1s,78,7,8,7,H2O,3,15 10 11,15,10 11,O:15,O H H,0.0,2.170185,0.17018499999999998,0.12544044852200004,-0.04474455147799994,0.04474455147799994,13.516116963333333,12.687888163333334,11.001361656666667
polar1s,78,7,8,8,H2O,3,20 13 27,20,13 27,O:20,O H H,0.0,1.9824110000000001,-0.01758899999999991,-0.036824807524999975,-0.019235807525000065,0.019235807525000065,13.68547232,13.103797193333333,13.863225366666667
polar1s,78,7,8,9,H2O,3,31 17 21,31,17 21,O:31,O H H,0.0,2.038466,0.038465999999999945,0.06963047385199997,0.031164473852000024,0.031164473852000024,11.325247093333333,12.940111329999999,8.915040546666667
polar1s,78,7,8,10,H2O,3,29 18 22,29,18 22,O:29,O H H,0.0,2.1224239999999996,0.12242399999999987,0.16418272256900002,0.04175872256900015,0.04175872256900015,12.143808556666665,8.815089273333333,11.821898496666668
polar1s,78,7,8,11,H,1,25,,25,H:25,H,1.0,0.382784,0.382784,0.310347408056,-0.07243659194400004,0.07243659194400004,12.0,12.0,12.0
polar1s,79,7,9,0,H2O,3,0 5 7,0,5 7,O:0,O H H,0.0,2.087804,0.08780400000000005,0.007021576165999993,-0.08078242383400006,0.08078242383400006,11.292545583333334,12.977290253333331,13.62273642
polar1s,79,7,9,1,H2O,3,16 1 38,16,1 38,O:16,O H H,0.0,2.065602,0.06560199999999988,0.10997089743600003,0.04436889743600014,0.04436889743600014,13.691391000000001,7.343484266666667,12.78795374
polar1s,79,7,9,2,H2O,3,22 2 37,22,2 37,O:22,O H H,0.0,2.066589,0.06658900000000006,0.10512384772300001,0.03853484772299995,0.03853484772299995,11.769370023333332,8.84097447,9.825910066666667
polar1s,79,7,9,3,H2O,3,14 3 21,14,3 21,O:14,O H H,0.0,2.030845,0.0308449999999999,0.06866961717500003,0.03782461717500013,0.03782461717500013,10.571320786666666,10.313215616666668,14.026343916666667
polar1s,79,7,9,4,H2O,3,29 4 9,29,4 9,O:29,O H H,0.0,1.9884259999999998,-0.011574000000000084,-0.04927517473700002,-0.03770117473699994,0.03770117473699994,10.841552636666668,11.362303153333334,10.47323937
polar1s,79,7,9,5,H2O,3,6 35 39,6,35 39,O:6,O H H,0.0,1.9014309999999999,-0.09856900000000007,-0.06676942110099998,0.03179957889900009,0.03179957889900009,11.869854426666668,14.902617076666665,12.21511487
polar1s,79,7,9,6,H2O,3,25 8 27,25,8 27,O:25,O H H,0.0,2.1613539999999998,0.16135399999999994,0.18892118334799995,0.027567183348000013,0.027567183348000013,9.00976775,10.512348126666666,9.589012256666665
polar1s,79,7,9,7,H2O,3,28 10 18,28,10 18,O:28,O H H,0.0,2.051732,0.051731999999999945,0.06679850816699998,0.015066508167000031,0.015066508167000031,10.138259726666666,13.948997086666667,10.32917034
polar1s,79,7,9,8,H2O,3,11 31 33,11,31 33,O:11,O H H,0.0,2.0080679999999997,0.00806800000000002,-0.0069847404950000025,-0.015052740495000022,0.015052740495000022,13.252398793333333,10.51260077,13.087099023333336
polar1s,79,7,9,9,H2O,3,17 12 13,17,12 13,O:17,O H H,0.0,2.152278,0.15227800000000008,0.12537819147200002,-0.026899808528000058,0.026899808528000058,13.584652446666666,12.75246831,11.018780793333335
polar1s,79,7,9,10,H2O,3,23 15 32,23,15 32,O:23,O H H,0.0,1.957519,-0.04248099999999999,-0.05667573213600002,-0.014194732136000032,0.014194732136000032,13.618083856666665,13.094904596666666,13.890166809999998
polar1s,79,7,9,11,H2O,3,36 19 24,36,19 24,O:36,O H H,0.0,2.024565,0.024564999999999948,0.041690558195000005,0.017125558195000057,0.017125558195000057,11.335728293333332,12.97688488,8.912208253333333
polar1s,79,7,9,12,H2O,3,34 20 26,34,20 26,O:34,O H H,0.0,2.10297,0.10297,0.14511559903600002,0.042145599036000014,0.042145599036000014,12.146629273333332,8.862851586666666,11.93033554
polar1s,79,7,9,13,H,1,30,,30,H:30,H,1.0,0.400816,0.400816,0.321015179157,-0.079800820843,0.079800820843,12.0,12.0,12.0
polar1s,80,8,0,0,H2O,3,8 0 16,8,0 16,O:8,O H H,0.0,2.097269,0.097269,0.05018834769700001,-0.04708065230299999,0.04708065230299999,12.510181026666666,11.558406759999999,11.47413821
polar1s,80,8,0,1,H2O,3,1 12 31,1,12 31,O:1,O H H,0.0,2.074028,0.0740280000000001,0.086496412754,0.012468412753999902,0.012468412753999902,10.339931216666667,10.690128486666667,14.454112556666667
polar1s,80,8,0,2,H3O,4,19 2 14 28,19,2 14 28,O:19,O H H H,1.0,2.85216,0.8521599999999999,0.716069161891,-0.1360908381089999,0.1360908381089999,13.008871785,10.181489845,14.213547490000002
polar1s,80,8,0,3,H2O,3,4 3 10,4,3 10,O:4,O H H,0.0,1.88558,-0.11442000000000002,-0.06342849135400003,0.050991508645999994,0.050991508645999994,12.984669310000001,12.810194243333333,14.225269419999998
polar1s,80,8,0,4,H2O,3,18 5 7,18,5 7,O:18,O H H,0.0,2.133459,0.1334590000000001,0.15386527776699999,0.02040627776699988,0.02040627776699988,11.182671206666669,9.253113736666668,8.087880933333333
polar1s,80,8,0,5,H2O,3,6 27 32,6,27 32,O:6,O H H,0.0,1.8668420000000001,-0.1331579999999999,-0.12882441282199994,0.004333587177999948,0.004333587177999948,10.814969786666666,10.733148026666667,9.919262513333335
polar1s,80,8,0,6,H2O,3,30 9 24,30,9 24,O:30,O H H,0.0,1.9897180000000003,-0.010281999999999902,-0.013965159655000031,-0.003683159655000129,0.003683159655000129,10.978180633333332,13.10915466,13.433800476666667
polar1s,80,8,0,7,H2O,3,29 11 17,29,11 17,O:29,O H H,0.0,1.924222,-0.07577800000000001,-0.04201531410199999,0.03376268589800002,0.03376268589800002,14.986458636666667,12.691310190000001,13.004509833333335
polar1s,80,8,0,8,H2O,3,20 13 22,20,13 22,O:20,O H H,0.0,2.097308,0.097308,0.12578529119499995,0.02847729119499995,0.02847729119499995,11.294858060000001,12.288119153333334,16.12135365
polar1s,80,8,0,9,H2O,3,15 26 33,15,26 33,O:15,O H H,0.0,2.009575,0.009575,0.02356052398700001,0.01398552398700001,0.01398552398700001,10.39033355,13.262597123333334,11.319366993333334
polar1s,80,8,0,10,H2O,3,25 21 23,25,21 23,O:25,O H H,0.0,2.069839,0.06983899999999998,0.09226839244400001,0.022429392444000024,0.022429392444000024,13.22701002,13.962789386666666,11.057726240000001
polar1s,81,8,1,0,H2O,3,0 13 14,0,13 14,O:0,O H H,0.0,2.081935,0.08193499999999998,0.07196575403200006,-0.009969245967999918,0.009969245967999918,15.333852043333332,10.283368416666667,14.624239316666667
polar1s,81,8,1,1,H2O,3,7 1 17,7,1 17,O:7,O H H,0.0,2.093505,0.0935049999999999,0.046319276093999995,-0.0471857239059999,0.0471857239059999,12.52983662,11.581367929999999,11.380845896666665
polar1s,81,8,1,2,H2O,3,2 11 31,2,11 31,O:2,O H H,0.0,2.093803,0.09380299999999997,0.11109657585599997,0.017293575856,0.017293575856,10.406140506666667,10.592921366666666,14.277756493333333
polar1s,81,8,1,3,H3O,4,19 3 15 28,19,3 15 28,O:19,O H H H,1.0,2.6745469999999996,0.6745469999999999,0.580722868443,-0.09382413155699987,0.09382413155699987,13.126171615,10.1941429825,13.976342145
polar1s,81,8,1,4,H2O,3,5 4 9,5,4 9,O:5,O H H,0.0,1.9103640000000002,-0.08963599999999994,-0.05678197741500007,0.032854022584999865,0.032854022584999865,13.026068086666667,12.78724725,14.097441333333334
polar1s,81,8,1,5,H2O,3,6 27 32,6,27 32,O:6,O H H,0.0,2.014144,0.01414399999999999,0.030459567904000034,0.016315567904000045,0.016315567904000045,10.852002283333334,10.750426626666666,9.807062753333334
polar1s,81,8,1,6,H2O,3,30 8 24,30,8 24,O:30,O H H,0.0,2.012254,0.012253999999999932,-0.00879865884799999,-0.021052658847999922,0.021052658847999922,11.058331903333334,13.076407249999997,13.269365273333333
polar1s,81,8,1,7,H2O,3,29 10 18,29,10 18,O:29,O H H,0.0,1.9390770000000002,-0.06092299999999995,-0.02824364602599999,0.03267935397399996,0.03267935397399996,15.141079293333334,12.628077786666667,12.871062116666666
polar1s,81,8,1,8,H2O,3,20 12 22,20,12 22,O:20,O H H,0.0,2.112841,0.11284100000000008,0.14103128016,0.028190280159999914,0.028190280159999914,11.463445996666666,12.264904746666666,15.95155295
polar1s,81,8,1,9,H2O,3,16 26 33,16,26 33,O:16,O H H,0.0,1.9982659999999999,-0.0017340000000000688,0.006336003541999979,0.008070003542000048,0.008070003542000048,10.499410756666668,13.200394023333333,11.023830089999999
polar1s,81,8,1,10,H2O,3,25 21 23,25,21 23,O:25,O H H,0.0,2.069267,0.06926700000000002,0.10589303076300002,0.036626030763,0.036626030763,13.35680565,13.958246253333334,10.83935274
polar1s,82,8,2,0,H2O,3,6 0 11,6,0 11,O:6,O H H,0.0,1.941057,-0.05894299999999991,-0.04971250891700002,0.009230491082999892,0.009230491082999892,11.491729083333334,12.957453493333333,8.852133513333333
polar1s,82,8,2,1,H2O,3,12 1 27,12,1 27,O:12,O H H,0.0,2.158654,0.1586539999999999,0.05448667705100002,-0.10416732294899989,0.10416732294899989,12.490340533333333,11.73698085,11.410608256666668
polar1s,82,8,2,2,H2O,3,2 21 50,2,21 50,O:2,O H H,0.0,1.9515639999999999,-0.048435999999999924,-0.045649468898999984,0.0027865311009999394,0.0027865311009999394,10.356147343333333,10.642359853333332,14.301156773333332
polar1s,82,8,2,3,H3O,4,33 3 23 46,33,3 23 46,O:33,O H H H,1.0,2.678349,0.678349,0.5695532560350001,-0.10879574396499991,0.10879574396499991,13.076392925,10.362559252499999,13.932971872500001
polar1s,82,8,2,4,H2O,3,4 32 52,4,32 52,O:4,O H H,0.0,2.192301,0.1923010000000001,0.21897357702299997,0.026672577022999855,0.026672577022999855,14.622200973333335,15.57932314,10.24451692
polar1s,82,8,2,5,H2O,3,5 25 29,5,25 29,O:5,O H H,0.0,1.990325,-0.00967499999999999,0.014129579068000025,0.023804579068000015,0.023804579068000015,8.530943526666666,11.822101426666668,12.437598183333334
polar1s,82,8,2,6,H2O,3,26 7 20,26,7 20,O:26,O H H,0.0,2.163103,0.16310299999999994,0.187590479851,0.024487479851000055,0.024487479851000055,14.598462753333335,12.82777835,8.860493586666665
polar1s,82,8,2,7,H2O,3,9 8 15,9,8 15,O:9,O H H,0.0,2.017818,0.01781799999999989,-0.011905953287999982,-0.02972395328799987,0.02972395328799987,13.015951426666668,13.003153026666666,14.139082306666666
polar1s,82,8,2,8,H2O,3,10 45 51,10,45 51,O:10,O H H,0.0,2.0921119999999997,0.09211199999999997,0.12206408381499995,0.029952083814999975,0.029952083814999975,10.793493983333335,10.88786296,9.85919756
polar1s,82,8,2,9,H2O,3,53 13 30,53,13 30,O:53,O H H,0.0,2.112315,0.11231500000000011,0.12132859230100002,0.009013592300999906,0.009013592300999906,11.202938006666665,8.337955126666666,14.76577021
polar1s,82,8,2,10,H2O,3,49 14 42,49,14 42,O:49,O H H,0.0,1.9718790000000002,-0.028120999999999896,-0.019049897789999992,0.009071102209999904,0.009071102209999904,11.035903313333336,13.202087836666669,13.313726746666667
polar1s,82,8,2,11,H2O,3,17 16 37,17,16 37,O:17,O H H,0.0,1.980963,-0.019036999999999915,-0.015223428606000011,0.003813571393999904,0.003813571393999904,9.2385049,15.28925935,10.5120478
polar1s,82,8,2,12,H2O,3,48 18 31,48,18 31,O:48,O H H,0.0,1.8816009999999999,-0.11839899999999998,-0.06319895386700003,0.05520004613299995,0.05520004613299995,15.10297201,12.683376533333336,12.919557823333333
polar1s,82,8,2,13,H2O,3,19 34 40,19,34 40,O:19,O H H,0.0,1.893859,-0.10614099999999993,-0.10479953885100007,0.0013414611489998562,0.0013414611489998562,16.816285106666665,14.871314236666668,10.14361736
polar1s,82,8,2,14,H2O,3,35 22 38,35,22 38,O:35,O H H,0.0,2.067473,0.067473,0.10105186700799995,0.033578867007999946,0.033578867007999946,11.579221783333333,12.434669716666667,15.975618879999999
polar1s,82,8,2,15,H2O,3,24 44 54,24,44 54,O:24,O H H,0.0,1.996741,-0.003259000000000012,0.0008560866120000121,0.004115086612000024,0.004115086612000024,10.490847343333334,13.322198686666667,10.97545982
polar1s,82,8,2,16,H2O,3,28 41 47,28,41 47,O:28,O H H,0.0,1.999349,-0.0006510000000000127,-0.017642304302000006,-0.016991304301999993,0.016991304301999993,16.022442639999998,15.088481846666665,12.776788109999998
polar1s,82,8,2,17,H2O,3,43 36 39,43,36 39,O:43,O H H,0.0,1.910539,-0.08946100000000001,-0.06285208463699996,0.026608915363000057,0.026608915363000057,13.343874833333333,14.054319256666668,10.913333443333334
polar1s,83,8,3,0,H2O,3,22 0 40,22,0 40,O:22,O H H,0.0,1.890035,-0.10996499999999998,-0.078198596835,0.031766403164999985,0.031766403164999985,9.989983103333335,9.480916606666666,12.538397306666667
polar1s,83,8,3,1,H2O,3,7 1 11,7,1 11,O:7,O H H,0.0,1.923256,-0.07674399999999992,-0.06723901629499998,0.009504983704999942,0.009504983704999942,11.511358903333333,13.079062903333332,8.915319436666666
polar1s,83,8,3,2,H2O,3,12 2 28,12,2 28,O:12,O H H,0.0,2.231161,0.2311609999999999,0.12299667298899997,-0.10816432701099993,0.10816432701099993,12.425879590000001,11.921693926666668,11.510086523333333
polar1s,83,8,3,3,H2O,3,3 23 55,3,23 55,O:3,O H H,0.0,2.039994,0.039994000000000085,0.03446112573099999,-0.005532874269000093,0.005532874269000093,10.274422753333333,10.796481526666666,14.380015333333333
polar1s,83,8,3,4,H,1,4,,4,H:4,H,1.0,0.37385,0.37385,0.30302003026,-0.07082996974,0.07082996974,12.96733485,11.17902775,12.88460596
polar1s,83,8,3,5,H2O,3,5 34 58,5,34 58,O:5,O H H,0.0,2.1864179999999998,0.18641799999999992,0.21384456753700004,0.027426567537000124,0.027426567537000124,14.547602006666665,15.766463993333332,10.350206846666667
polar1s,83,8,3,6,H2O,3,6 27 30,6,27 30,O:6,O H H,0.0,1.9960579999999999,-0.003942000000000057,0.018783643842000014,0.02272564384200007,0.02272564384200007,8.499545243333335,12.073816356666667,12.61240617
polar1s,83,8,3,7,H2O,3,9 8 16,9,8 16,O:9,O H H,0.0,2.012841,0.012840999999999936,0.0011806637050000013,-0.011660336294999935,0.011660336294999935,12.994204146666668,13.236829533333335,14.304159766666666
polar1s,83,8,3,8,H2O,3,10 49 56,10,49 56,O:10,O H H,0.0,2.11618,0.11618,0.11885376274699999,0.002673762746999986,0.002673762746999986,10.713728029999999,11.09569451,9.98061806
polar1s,83,8,3,9,H2O,3,33 13 57,33,13 57,O:33,O H H,0.0,2.139448,0.1394479999999999,0.17080220580099997,0.03135420580100007,0.03135420580100007,11.115166373333333,17.930668683333334,11.854337933333333
polar1s,83,8,3,10,H2O,3,59 14 31,59,14 31,O:59,O H H,0.0,2.146766,0.14676599999999995,0.16218167543499995,0.015415675434999998,0.015415675434999998,11.165250426666667,8.523204256666666,14.954397666666667
polar1s,83,8,3,11,H2O,3,54 15 46,54,15 46,O:54,O H H,0.0,1.9851779999999999,-0.014822000000000057,-0.011322960256999998,0.0034990397430000597,0.0034990397430000597,10.999365093333333,13.41797903,13.363231223333335
polar1s,83,8,3,12,H2O,3,18 17 39,18,17 39,O:18,O H H,0.0,1.915033,-0.08496700000000007,-0.09602504968600001,-0.011058049685999938,0.011058049685999938,9.271167179999999,15.37032453,10.600511163333332
polar1s,83,8,3,13,H2O,3,52 19 32,52,19 32,O:52,O H H,0.0,1.9015140000000001,-0.09848599999999996,-0.057632222772,0.04085377722799996,0.04085377722799996,15.100428296666665,12.858043193333335,13.025011086666666
polar1s,83,8,3,14,H2O,3,20 36 43,20,36 43,O:20,O H H,0.0,1.874197,-0.12580300000000005,-0.13383919000600003,-0.008036190005999977,0.008036190005999977,16.706798913333333,15.193964873333334,10.198395679999999
polar1s,83,8,3,15,H2O,3,45 21 53,45,21 53,O:45,O H H,0.0,1.95634,-0.04366000000000003,-0.019446253777000017,0.024213746223000016,0.024213746223000016,10.610581606666665,15.73006271,12.503955733333333
polar1s,83,8,3,16,H2O,3,37 24 41,37,24 41,O:37,O H H,0.0,2.049087,0.04908700000000005,0.08506971597600005,0.035982715976,0.035982715976,11.595051976666667,12.58221952,16.028631776666668
polar1s,83,8,3,17,H2O,3,35 25 50,35,25 50,O:35,O H H,0.0,2.21992,0.2199199999999999,0.157821804285,-0.06209819571499989,0.06209819571499989,12.954607893333334,10.371203920000001,14.335601136666666
polar1s,83,8,3,18,H2O,3,26 48 60,26,48 60,O:26,O H H,0.0,2.000793,0.0007929999999999882,0.018574357033000005,0.017781357033000017,0.017781357033000017,10.449188243333333,13.507585143333335,11.087216806666667
polar1s,83,8,3,19,H2O,3,29 44 51,29,44 51,O:29,O H H,0.0,1.9962330000000001,-0.0037669999999999093,-0.009637326001999957,-0.005870326002000048,0.005870326002000048,15.959440953333333,15.27399124,12.897784426666666
polar1s,83,8,3,20,H2O,3,47 38 42,47,38 42,O:47,O H H,0.0,2.045701,0.04570100000000005,0.06575040519200001,0.020049405191999964,0.020049405191999964,13.276007933333332,14.193370940000001,11.14723206
polar1s,84,8,4,0,H2O,3,16 0 28,16,0 28,O:16,O H H,0.0,1.912979,-0.08702100000000007,-0.07167069614000005,0.015350303860000025,0.015350303860000025,10.240111939999998,9.516812936666666,12.42973139
polar1s,84,8,4,1,H2O,3,6 1 10,6,1 10,O:6,O H H,0.0,1.9442050000000002,-0.055794999999999983,-0.044746935368000035,0.011048064631999949,0.011048064631999949,11.765995093333332,13.063263309999998,8.777854793333333
polar1s,84,8,4,2,H3O,4,11 2 4 22,11,2 4 22,O:11,O H H H,1.0,2.619732,0.619732,0.554006114603,-0.06572588539699997,0.06572588539699997,12.6286367175,11.770767995,11.767404625000001
polar1s,84,8,4,3,H2O,3,3 17 39,3,17 39,O:3,O H H,0.0,2.196647,0.19664699999999996,0.195141851903,-0.0015051480969999476,0.0015051480969999476,10.416191616666667,10.798298346666668,14.224236716666667
polar1s,84,8,4,4,H2O,3,5 21 23,5,21 23,O:5,O H H,0.0,1.989248,-0.010751999999999984,-0.00011315941799999729,0.010638840581999987,0.010638840581999987,8.727991986666666,12.127273276666665,12.549142576666668
polar1s,84,8,4,5,HO,2,8 7,8,7,O:8,O H,-1.0,1.435285,-0.5647150000000001,-0.363499879837,0.20121512016300008,0.20121512016300008,13.35949542,13.422828030000002,14.07643345
polar1s,84,8,4,6,H2O,3,9 35 40,9,35 40,O:9,O H H,0.0,2.1037879999999998,0.10378799999999994,0.09200423955899997,-0.011783760440999963,0.011783760440999963,10.829401806666667,11.15256450666667,9.886027083333333
polar1s,84,8,4,7,H2O,3,24 12 41,24,12 41,O:24,O H H,0.0,2.159895,0.159895,0.19510850310400002,0.03521350310400001,0.03521350310400001,11.391534549999998,17.876639209999997,11.72124953
polar1s,84,8,4,8,H2O,3,38 13 32,38,13 32,O:38,O H H,0.0,1.9730819999999998,-0.026918000000000053,-0.052992954850000024,-0.02607495484999997,0.02607495484999997,11.149248053333332,13.42687349,13.137562053333333
polar1s,84,8,4,9,H3O,4,26 14 18 29,26,14 18 29,O:26,O H H H,1.0,2.515753,0.5157529999999999,0.367791384459,-0.1479616155409999,0.1479616155409999,11.973313615000002,12.62540875,15.6095680875
polar1s,84,8,4,10,H2O,3,31 15 37,31,15 37,O:31,O H H,0.0,1.906121,-0.09387899999999999,-0.09671825170499995,-0.002839251704999962,0.002839251704999962,10.749067756666667,15.83022839,12.435944643333334
polar1s,84,8,4,11,H2O,3,25 19 36,25,19 36,O:25,O H H,0.0,2.116603,0.11660300000000007,0.07718226313499998,-0.03942073686500008,0.03942073686500008,13.091964406666667,10.362342966666668,14.203245313333333
polar1s,84,8,4,12,H2O,3,20 34 42,20,34 42,O:20,O H H,0.0,2.0219869999999998,0.021986999999999868,0.041315138338999996,0.019328138339000128,0.019328138339000128,10.64203626,13.52969374,10.964579546666668
polar1s,84,8,4,13,H2O,3,33 27 30,33,27 30,O:33,O H H,0.0,2.104675,0.10467499999999991,0.10719233751300006,0.0025173375130001507,0.0025173375130001507,13.432266233333332,14.212263536666669,11.11659348
polar1s,85,8,5,0,H2O,3,12 0 24,12,0 24,O:12,O H H,0.0,2.0956029999999997,0.09560299999999988,0.122800201178,0.02719720117800012,0.02719720117800012,10.537863660000001,9.506979663333333,12.300036259999999
polar1s,85,8,5,1,H3O,4,9 1 3 19,9,1 3 19,O:9,O H H H,1.0,2.646099,0.646099,0.529406547546,-0.11669245245399995,0.11669245245399995,12.7564304075,11.78538696,11.644680935
polar1s,85,8,5,2,H2O,3,2 13 34,2,13 34,O:2,O H H,0.0,2.171566,0.17156599999999994,0.16614258289299996,-0.005423417106999978,0.005423417106999978,10.653151433333333,10.811758126666668,14.02920028
polar1s,85,8,5,3,H2O,3,4 17 20,4,17 20,O:4,O H H,0.0,1.9885570000000001,-0.011442999999999925,0.0009958446020000289,0.012438844601999954,0.012438844601999954,8.98424267,12.177541703333333,12.448635046666666
polar1s,85,8,5,4,HO,2,6 5,6,5,O:6,O H,-1.0,1.3288470000000001,-0.6711529999999999,-0.47600202262400004,0.19515097737599985,0.19515097737599985,13.617742625,13.483182809999999,13.969483295
polar1s,85,8,5,5,H2O,3,7 30 35,7,30 35,O:7,O H H,0.0,1.99949,-0.000510000000000066,-0.016507789491999963,-0.015997789491999898,0.015997789491999898,11.01255882,11.166595126666666,9.781780186666666
polar1s,85,8,5,6,H2O,3,8 18 32,8,18 32,O:8,O H H,0.0,1.833047,-0.16695299999999996,-0.17116180062299996,-0.0042088006229999975,0.0042088006229999975,12.43309131,8.279951713333332,11.924317743333333
polar1s,85,8,5,7,H2O,3,33 10 27,33,10 27,O:33,O H H,0.0,1.994142,-0.00585800000000003,-0.04729458689599994,-0.04143658689599991,0.04143658689599991,11.403759773333334,13.40539353,12.958665663333333
polar1s,85,8,5,8,H3O,4,22 11 14 25,22,11 14 25,O:22,O H H H,1.0,2.6202739999999998,0.6202739999999999,0.516666203737,-0.10360779626299987,0.10360779626299987,12.166474912500002,12.667716372500001,15.506141765
polar1s,85,8,5,9,H2O,3,21 15 31,21,15 31,O:21,O H H,0.0,2.048427,0.048427,0.05173321068299999,0.0033062106829999938,0.0033062106829999938,13.394078043333332,10.38589194,14.071720783333333
polar1s,85,8,5,10,H2O,3,16 29 36,16,29 36,O:16,O H H,0.0,2.160101,0.16010099999999988,0.193035960197,0.032934960197000124,0.032934960197000124,10.907309026666667,13.541204556666665,10.80576098
polar1s,85,8,5,11,H2O,3,28 23 26,28,23 26,O:28,O H H,0.0,2.113851,0.11385099999999998,0.130185678602,0.016334678602000025,0.016334678602000025,13.70383285,14.243604786666666,10.983847813333334
polar1s,86,8,6,0,H2O,3,13 0 27,13,0 27,O:13,O H H,0.0,2.116867,0.11686700000000005,0.172647163272,0.055780163271999944,0.055780163271999944,10.830941586666667,9.567932456666666,12.207220753333333
polar1s,86,8,6,1,H3O,4,10 1 3 22,10,1 3 22,O:10,O H H H,1.0,2.599817,0.5998169999999999,0.35550186038000003,-0.2443151396199999,0.2443151396199999,12.93008515,11.8335485775,11.5948582725
polar1s,86,8,6,2,H2O,3,2 14 37,2,14 37,O:2,O H H,0.0,2.125521,0.125521,0.12610588967800002,0.0005848896780000223,0.0005848896780000223,10.913057366666665,10.885546499999998,13.878280519999999
polar1s,86,8,6,3,H2O,3,4 20 23,4,20 23,O:4,O H H,0.0,2.006196,0.006195999999999924,0.028898581862000033,0.02270258186200011,0.02270258186200011,9.195031819999999,12.232043983333334,12.389957356666669
polar1s,86,8,6,4,H2O,3,19 5 18,19,5 18,O:19,O H H,0.0,2.1214839999999997,0.12148399999999987,0.18297550082199998,0.06149150082200011,0.06149150082200011,10.898283489999999,14.309535796666665,16.889510223333335
polar1s,86,8,6,5,HO,2,7 6,7,6,O:7,O H,-1.0,1.38534,-0.61466,-0.34168353676799995,0.27297646323200003,0.27297646323200003,13.906145989999999,13.563887865,13.87357793
polar1s,86,8,6,6,H2O,3,8 33 38,8,33 38,O:8,O H H,0.0,1.997598,-0.0024019999999999597,-0.0013574808830000007,0.001044519116999959,0.001044519116999959,11.195684393333332,11.149779973333333,9.733071149999999
polar1s,86,8,6,7,H2O,3,9 21 35,9,21 35,O:9,O H H,0.0,1.8385529999999999,-0.16144699999999995,-0.16004867851699994,0.001398321483000009,0.001398321483000009,12.66103195,8.280389436666667,11.824164583333333
polar1s,86,8,6,8,H2O,3,36 11 30,36,11 30,O:36,O H H,0.0,2.020391,0.020391000000000048,-0.020181447266999997,-0.040572447267000045,0.040572447267000045,11.706920203333333,13.432487446666668,12.881602980000002
polar1s,86,8,6,9,H3O,4,25 12 15 28,25,12 15 28,O:25,O H H H,1.0,2.4711760000000003,0.47117600000000004,0.27817954123,-0.19299645877000005,0.19299645877000005,12.4203525525,12.784939462499999,15.37333804
polar1s,86,8,6,10,H2O,3,24 16 34,24,16 34,O:24,O H H,0.0,2.032843,0.03284300000000007,0.04059834778400001,0.007755347783999944,0.007755347783999944,13.64342388,10.43784258,13.987822170000001
polar1s,86,8,6,11,H2O,3,17 32 39,17,32 39,O:17,O H H,0.0,2.167225,0.167225,0.19413888454400002,0.02691388454400001,0.02691388454400001,11.136628716666669,13.547462240000002,10.750599159999998
polar1s,86,8,6,12,H2O,3,31 26 29,31,26 29,O:31,O H H,0.0,2.1169879999999996,0.11698799999999993,0.14422532915999997,0.027237329160000046,0.027237329160000046,13.960033606666665,14.301217336666667,10.893675663333333
