frame,time_fs,temperature_K,pressure_GPa,density_g_cm3,volume_A3,potential_energy_eV_per_atom,kinetic_energy_eV_per_atom,n_atoms
0.0,0.0,895.435479454587,0.15424451076892484,0.1329538279324401,3374.9999999999986,-693.2600694444444,0.11574394983186978,45.0
1.0,10.0,932.4494122107375,0.16349633789588372,0.13349080266721694,3361.4238607180305,-693.2660590277778,0.12052836911645919,45.0
2.0,20.0,1022.8921230497772,0.13623457789963878,0.13405091868949276,3347.3785458447355,-693.2797309027778,0.1322189898548605,45.0
3.0,30.0,995.8153036446192,0.13485623077032532,0.1346084985732288,3333.5129210127543,-693.2776909722222,0.1287190413954292,45.0
4.0,40.0,876.8076533472581,0.11682391933482393,0.13516262110742283,3319.846608444784,-693.2633246527778,0.11333611786640341,45.0
5.0,50.0,886.4669400634968,0.05064825234865559,0.1357260385757788,3306.0654682075274,-693.2655381944444,0.11458467683323925,45.0
6.0,60.0,948.704140089704,-0.01093085619996833,0.13629514352253688,3292.260880871282,-693.2748697916667,0.12262945451157861,45.0
7.0,70.0,914.1041968834437,0.027587839725159085,0.13684908803058285,3278.934304419376,-693.2710503472222,0.11815706740771911,45.0
8.0,80.0,827.627628051452,0.13389915382822018,0.13739479281069678,3265.9110297595676,-693.2599392361111,0.10697911000690351,45.0
9.0,90.0,888.6863831322919,0.1973218040254591,0.13794558432858461,3252.870843644707,-693.2682291666666,0.11487156194456606,45.0
10.0,100.0,982.7283786673819,0.1916815782812352,0.13850992707683432,3239.61739596521,-693.2815972222222,0.12702742606102072,45.0
11.0,110.0,985.9304794373124,0.1870877827382936,0.1390828954926115,3226.2714094546764,-693.2833767361111,0.12744132946263395,45.0
12.0,120.0,934.7472542584085,0.15567514965495843,0.1396588084729854,3212.967188953084,-693.2784288194445,0.12082538807627212,45.0
13.0,130.0,930.0290337682223,0.07400633864893254,0.1402332945868767,3199.804800949012,-693.279296875,0.1202155111077557,45.0
14.0,140.0,898.2202168092276,0.022235850079428573,0.14079717718706355,3186.989812131073,-693.2759982638889,0.11610390485717968,45.0
15.0,150.0,868.3395026881628,0.0372759728963869,0.1413553900849286,3174.404378937283,-693.27265625,0.1122415250927822,45.0
16.0,160.0,876.8142350382122,0.0857698486361681,0.14191142597591808,3161.9664603196316,-693.2743489583333,0.11333696861548034,45.0
17.0,170.0,886.1533005217128,0.17670098504619974,0.14246980194595307,3149.5738966648514,-693.2759548611111,0.11454413580016376,45.0
18.0,180.0,924.5505821643599,0.23657687678222267,0.1430318327975462,3137.1979264722336,-693.2814670138889,0.1195073666996516,45.0
19.0,190.0,924.8279375307636,0.22235092320761082,0.14360398964206397,3124.698487767835,-693.282421875,0.11954321764184811,45.0
20.0,200.0,890.4530157795325,0.14344745815878174,0.14419919079492466,3111.800883197318,-693.2789930555556,0.11509991680115284,45.0
21.0,210.0,910.9465323902392,0.03086275100508079,0.14480395349577835,3098.804683430603,-693.2825520833334,0.11774890783723845,45.0
22.0,220.0,908.9845727485642,-0.04262725084211119,0.14542040550413493,3085.668532668382,-693.2830295138889,0.11749530502212943,45.0
23.0,230.0,908.8317878381844,-0.023046605246370172,0.1460462717152951,3072.4452189147646,-693.2840711805555,0.11747555605148015,45.0
24.0,240.0,884.9482842015193,0.08495698098814689,0.14667136950185042,3059.350783973719,-693.28203125,0.11438837544477107,45.0
25.0,250.0,832.3970556394198,0.18506821045230182,0.14726956648116624,3046.9239503694075,-693.2754774305556,0.10759560600257784,45.0
26.0,260.0,888.3773047104371,0.18178949298138422,0.14786026148508913,3034.7516280920136,-693.2826822916667,0.11483161048164764,45.0
27.0,270.0,906.9888215266551,0.15044018145629884,0.1484641834120555,3022.406879284721,-693.2856770833333,0.11723733430887798,45.0
28.0,280.0,903.2973561311849,0.11316694190598736,0.14908336755370163,3009.853994010103,-693.2861545138888,0.1167601756577604,45.0
29.0,290.0,874.3410557614527,0.07188555626976086,0.14970446482001104,2997.3666437502584,-693.2831597222222,0.11301728557331538,45.0
30.0,300.0,893.2261487349454,0.051576986045617314,0.15032559595641565,2984.981808434564,-693.2861111111112,0.11545837184234008,45.0
31.0,310.0,943.9255961958878,0.021904039628224924,0.15096142418950442,2972.4094859405964,-693.2934461805555,0.12201178014262001,45.0
32.0,320.0,878.4745794680756,0.07745538727142152,0.1516120326708108,2959.6540681323836,-693.2861545138888,0.11355158466186571,45.0
33.0,330.0,870.4519888230486,0.12083441900035616,0.15226193280685235,2947.0213664054518,-693.2858072916666,0.11251458495563872,45.0
34.0,340.0,925.838339649726,0.10991178409555909,0.15291100948569053,2934.51184961261,-693.2936631944444,0.11967382217433595,45.0
35.0,350.0,897.8733688765528,0.08208072791785186,0.1535695533914491,2921.927943152892,-693.2907552083333,0.1160590713089901,45.0
36.0,360.0,850.9493296502999,0.0649987508118343,0.15423424298068436,2909.335570364752,-693.2855902777778,0.10999367210745269,45.0
37.0,370.0,845.3226552552794,0.0018686631551426591,0.15489397090843812,2896.9440620592954,-693.2850694444444,0.1092663684280249,45.0
38.0,380.0,874.9188423829424,-0.015342526289930753,0.15555334979219676,2884.6641353042387,-693.2889322916667,0.11309197024604241,45.0
39.0,390.0,837.4865815196071,0.044799536088219856,0.15621212773081627,2872.498926877272,-693.2840277777777,0.10825347788911868,45.0
40.0,400.0,852.4878345703838,0.09803050656976069,0.15688286877116264,2860.217771301147,-693.2864149305556,0.11019253918427964,45.0
41.0,410.0,938.935796132814,0.12121905013102106,0.15755561644624028,2848.0049102222456,-693.2983072916667,0.1213667988107174,45.0
42.0,420.0,924.9720076251726,0.1318035905759614,0.1582309943622287,2835.84876073495,-693.2973090277778,0.11956184013577666,45.0
43.0,430.0,855.1559304853382,0.14407191907644595,0.1589042378753581,2823.833871718092,-693.2890190972222,0.11053741714233778,45.0
44.0,440.0,820.4960626229271,0.12308609132882854,0.15955788998949652,2812.2656253571895,-693.2848524305556,0.10605728418011735,45.0
45.0,450.0,841.1847333308433,0.09604302016369219,0.1601798558802212,2801.345817213913,-693.287109375,0.10873150082603769,45.0
46.0,460.0,859.9741938526628,0.1070581128977645,0.16079889799077754,2790.5612219912164,-693.2892795138889,0.111160225648657,45.0
47.0,470.0,855.9800340912919,0.14133421705446786,0.1614293096262334,2779.6635586866505,-693.2890625,0.1106439407374067,45.0
48.0,480.0,939.2645386333455,0.1682884775024908,0.16206604708472666,2768.7426042877373,-693.3004774305556,0.12140929205156185,45.0
49.0,490.0,917.4845238539523,0.20502113060095098,0.1627034340450639,2757.896118822566,-693.2983072916667,0.11859400832000928,45.0
50.0,500.0,853.8750304643037,0.20954845023745539,0.16333158640714188,2747.289603576423,-693.2904947916667,0.11037184806318473,45.0
51.0,510.0,850.3669946100384,0.12620795506729174,0.1639446906526539,2737.015559855346,-693.2897135416666,0.10991839950631965,45.0
52.0,520.0,854.0818009975715,0.05927494455560718,0.16454832638126243,2726.974981394171,-693.2896267361111,0.11039857521302229,45.0
53.0,530.0,805.7139851663429,0.08436730168197659,0.1651742973532127,2716.640400246009,-693.2830729166667,0.10414655351241159,45.0
54.0,540.0,921.9085424934674,0.1233375134544307,0.1658009004179698,2706.373536819177,-693.298046875,0.1191658567705299,45.0
55.0,550.0,971.6592183287909,0.19753057488395595,0.16647714672923491,2695.379985108706,-693.3053819444444,0.1255966268931218,45.0
56.0,560.0,831.5904724177725,0.30605360996849446,0.16714625784417475,2684.5899816094716,-693.2880642361112,0.10749134709159695,45.0
57.0,570.0,846.1346189707186,0.21501217968770947,0.1677983737963819,2674.156841451228,-693.2894965277778,0.1093713228213915,45.0
58.0,580.0,870.223170465047,0.03980556454263587,0.16847381953580515,2663.435603872092,-693.2924479166667,0.11248500790496693,45.0
