frame,time_fs,temperature_K,pressure_GPa,density_g_cm3,volume_A3,potential_energy_eV_per_atom,kinetic_energy_eV_per_atom,n_atoms
59.0,590.0,835.5034102735841,-0.07702278295265967,0.16917010319943723,2652.4732253841757,-693.2878038194444,0.10799713326298492,45.0
60.0,600.0,872.590274554644,-0.09383252399985703,0.16988727812523066,2641.2758755321065,-693.2931423611111,0.11279097967320645,45.0
61.0,610.0,899.4092392903201,0.014421232107855756,0.17060535790151576,2630.1587171196247,-693.296875,0.11625759784964895,45.0
62.0,620.0,854.6957608058697,0.22239916190686618,0.17130460014515367,2619.422764431114,-693.2911458333333,0.11047793563025049,45.0
63.0,630.0,813.1323977029836,0.3167385828331575,0.17199517459601538,2608.905571484449,-693.2858072916666,0.10510545718350137,45.0
64.0,640.0,850.2441351328323,0.20235148912271136,0.1726889961272058,2598.4236363355226,-693.2903211805556,0.1099025186958175,45.0
65.0,650.0,845.5151935206866,0.01405304110011429,0.1734059564238349,2587.6802534697013,-693.289453125,0.10929125591555841,45.0
66.0,660.0,791.7429000881876,-0.08010016875108521,0.17415120923578406,2576.6066812919016,-693.282421875,0.10234065168309413,45.0
67.0,670.0,792.5363873483049,-0.03849616303873017,0.17490163527061584,2565.5515946303544,-693.2824652777778,0.10244321781067618,45.0
68.0,680.0,858.5429333624968,0.028337001628616423,0.17562495543895085,2554.9852419917897,-693.2906684027778,0.11097522098202148,45.0
69.0,690.0,795.1982073979846,0.19415361994354458,0.17634934334135696,2544.4901623671244,-693.2821180555555,0.10278728455067096,45.0
70.0,700.0,773.0112851619785,0.28805875086184773,0.17706541532295528,2534.1999647619036,-693.2786892361111,0.09991940397956374,45.0
71.0,710.0,803.5233097566563,0.24314942038117496,0.17778496717618755,2523.943257965662,-693.2821180555555,0.10386338690740826,45.0
72.0,720.0,824.6136485870002,0.1299134023041438,0.1785116565951052,2513.668730831155,-693.284375,0.10658952315678195,45.0
73.0,730.0,817.2244498604153,0.008700954898703806,0.17926436267179652,2503.1141861336705,-693.2833333333333,0.10563439566146705,45.0
74.0,740.0,838.6300310831406,-0.08315291373285137,0.18003376314894667,2492.4167635197846,-693.2861979166667,0.10840128012831242,45.0
75.0,750.0,860.2056975041156,-0.09786308425864947,0.18082363458074824,2481.5294212638228,-693.2892795138889,0.11119014980023963,45.0
76.0,760.0,867.8864313496614,0.058750184367255646,0.18161057377307274,2470.776673128469,-693.2908420138889,0.1121829611119293,45.0
77.0,770.0,845.5219239764369,0.23755976607278126,0.18236310673397926,2460.580856009163,-693.287890625,0.10929212589396622,45.0
78.0,780.0,865.8421654744138,0.30656444331671834,0.18310359782941313,2450.6299963042256,-693.290625,0.11191871939676769,45.0
79.0,790.0,832.1886622425399,0.25967160126866723,0.1838467012443054,2440.724615861902,-693.2865017361111,0.1075686690814627,45.0
80.0,800.0,845.1757914548273,0.05963951060037626,0.18458951965529466,2430.9027409027894,-693.2881944444445,0.10924738481977876,45.0
81.0,810.0,836.0815537696586,-0.08371427295224276,0.1853380569776195,2421.0848899002444,-693.2867621527778,0.10807186406530474,45.0
82.0,820.0,798.0814127058239,-0.027632448711192522,0.18606899985430167,2411.5740377136835,-693.2813802083333,0.103159967539186,45.0
83.0,830.0,834.5689716631207,0.12399450282501251,0.18678655865896135,2402.30974055936,-693.2858940972222,0.10787634777019173,45.0
84.0,840.0,859.398325029956,0.28906143860912403,0.18747121288271115,2393.536385518134,-693.288671875,0.11108578887051447,45.0
85.0,850.0,829.599335292662,0.3947926951918825,0.1881384930898854,2385.0471102561887,-693.2840711805555,0.10723397279629035,45.0
86.0,860.0,839.7638556162203,0.34761110308009596,0.1888270560345569,2376.3499717427453,-693.2852430555556,0.10854783823650226,45.0
87.0,870.0,902.8659991303776,0.1255264348247377,0.18957158936317126,2367.0169711578064,-693.2937934027777,0.11670441847122198,45.0
88.0,880.0,855.3536777627679,-0.024361888931248046,0.19033498607572655,2357.523325183411,-693.2875868055555,0.11056297794653122,45.0
89.0,890.0,809.5660380639926,-0.07569463119989231,0.19109995341861222,2348.08623050288,-693.28125,0.10464446969684382,45.0
90.0,900.0,862.2440944977628,-0.04161793991554979,0.1918909836916035,2338.4067382401954,-693.2881944444445,0.11145363290402933,45.0
91.0,910.0,881.930482273798,0.07450438887359787,0.19268683877911782,2328.748409155044,-693.2910590277778,0.1139982945032191,45.0
92.0,920.0,882.1556333578743,0.22955133460282784,0.19346132746748737,2319.425670990476,-693.2912760416667,0.11402739752222811,45.0
93.0,930.0,867.7219028384984,0.3053307167653343,0.19423444864624365,2310.1935439332433,-693.2897135416666,0.11216169416397058,45.0
94.0,940.0,910.223966719111,0.2668703465521916,0.19501962149644333,2300.89242215132,-693.2959635416667,0.11765550903106177,45.0
95.0,950.0,859.0276078422397,0.19315996389188764,0.19577341289719905,2292.0332369523962,-693.2897135416666,0.11103786998349094,45.0
96.0,960.0,817.2800242373202,0.151258229713996,0.19649364303826627,2283.6319910084776,-693.2838541666666,0.10564157920292817,45.0
97.0,970.0,847.2034915192993,0.12694027973215713,0.19719173272871854,2275.5475752591465,-693.2875868055555,0.10950948523898404,45.0
98.0,980.0,807.0053357455101,0.1375462448368102,0.19787807773509739,2267.6547822174257,-693.2820746527777,0.1043134734302392,45.0
99.0,990.0,809.8634686349069,0.17076273000828085,0.19856563988138132,2259.8027007091455,-693.2817708333333,0.10468291555907315,45.0
100.0,1000.0,854.7071154480708,0.15439976582406517,0.19929578587668673,2251.5236200208865,-693.2876736111111,0.11047940333079112,45.0
