run_id,observable,mean,std,naive_se,block_se,block_size_frames,n_blocks,tau_int_frames,tau_se,n_used_frames,target_pressure_GPa,target_density_g_cm3,target_temperature_K
r06_cold_w,pressure_GPa,0.11484111179015483,0.10724369889524751,0.01067114688164532,0.007031178314065179,16,6,1.1875218790208582,0.016445493313635894,101,1.0,0.14,854.0
r06_cold_w,density_g_cm3,0.16429113873760068,0.019573191675566887,0.0019476053648297626,0.008096308290882398,16,6,20.095336860440444,0.012347061329927056,101,1.0,0.14,854.0
r06_cold_w,temperature_K,872.1626674780742,48.036720001425714,4.779832289712263,13.55068983133306,16,6,7.926384252850695,19.03115812197778,101,1.0,0.14,854.0
