frame,model_key,model_name,calculator,device,dtype,natoms,formula,energy_eV,energy_per_atom_eV,max_force_eV_A,rms_force_eV_A,formal_charge_sum_e,predicted_charge_sum_e,status,error
154,polar1s,polar-1-s,polar,cuda,float32,31,H21O10,-20809.1621094,-671.263293851,10.777255489,3.74067582705,1,2.98023223877e-07,ok,
155,polar1s,polar-1-s,polar,cuda,float32,37,H25O12,-24964.9160156,-674.727459882,27.054469448,7.63300841327,1,-7.45058059692e-08,ok,
156,polar1s,polar-1-s,polar,cuda,float32,34,H23O11,-22887.7441406,-673.168945312,12.2409655385,4.13904319591,1,-4.47034835815e-08,ok,
157,polar1s,polar-1-s,polar,cuda,float32,31,H21O10,-20808.1523438,-671.230720766,8.3516385697,3.60800252106,1,-5.96046447754e-08,ok,
158,polar1s,polar-1-s,polar,cuda,float32,27,H18O9,-18712.0332031,-693.038266782,7.70103416053,3.83846329896,0,-1.49011611938e-07,ok,
159,polar1s,polar-1-s,polar,cuda,float32,27,H18O9,-18710.8164062,-692.993200231,10.6673270554,4.47545162746,0,1.19209289551e-07,ok,
160,polar1s,polar-1-s,polar,cuda,float32,43,H29O14,-29121.6640625,-677.248001453,10.5645215576,4.26019447606,1,2.98023223877e-08,ok,
161,polar1s,polar-1-s,polar,cuda,float32,40,H27O13,-27043.5175781,-676.087939453,7.4332763138,3.70498949498,1,2.53319740295e-07,ok,
162,polar1s,polar-1-s,polar,cuda,float32,25,H17O8,-16648.0039062,-665.92015625,9.13727970214,3.83081430946,1,-1.19209289551e-07,ok,
163,polar1s,polar-1-s,polar,cuda,float32,27,H18O9,-18709.5859375,-692.947627315,15.1407199736,5.6266981002,0,-8.94069671631e-08,ok,
164,polar1s,polar-1-s,polar,cuda,float32,30,H20O10,-20789.0976562,-692.969921875,9.9923296711,4.51155110904,0,1.49011611938e-07,ok,
165,polar1s,polar-1-s,polar,cuda,float32,28,H19O9,-18726.3183594,-668.797084263,12.804907298,5.12991122976,1,1.78813934326e-07,ok,
166,polar1s,polar-1-s,polar,cuda,float32,31,H21O10,-20807.3222656,-671.203944052,4.97380861857,2.77140451536,1,-1.9371509552e-07,ok,
167,polar1s,polar-1-s,polar,cuda,float32,37,H25O12,-24964.0898438,-674.705130912,9.03494537543,4.02427533049,1,2.98023223877e-08,ok,
168,polar1s,polar-1-s,polar,cuda,float32,40,H27O13,-27045.0546875,-676.126367188,6.88181336466,3.53194810992,1,2.98023223877e-08,ok,
169,polar1s,polar-1-s,polar,cuda,float32,40,H27O13,-27045.0273438,-676.125683594,9.16681945683,4.19260673063,1,-1.63912773132e-07,ok,
170,polar1s,polar-1-s,polar,cuda,float32,37,H25O12,-24966.8359375,-674.779349662,7.45922435184,3.55577805818,1,2.98023223877e-07,ok,
171,polar1s,polar-1-s,polar,cuda,float32,37,H25O12,-24964.5292969,-674.717008024,8.87854524955,3.62739577371,1,-1.49011611938e-07,ok,
172,polar1s,polar-1-s,polar,cuda,float32,42,H28O14,-29106.9355469,-693.022274926,6.67544094594,3.50207178011,0,-1.04308128357e-07,ok,
173,polar1s,polar-1-s,polar,cuda,float32,31,H21O10,-20805.5761719,-671.147618448,10.796135462,4.33357796402,1,2.83122062683e-07,ok,
174,polar1s,polar-1-s,polar,cuda,float32,39,H26O13,-27029.0722656,-693.053135016,5.97369197263,3.08069872796,0,8.94069671631e-08,ok,
175,polar1s,polar-1-s,polar,cuda,float32,30,H20O10,-20790.6230469,-693.020768229,12.5230231287,4.63411526812,0,4.47034835815e-08,ok,
176,polar1s,polar-1-s,polar,cuda,float32,36,H24O12,-24947.6367188,-692.989908854,14.2137550588,4.20131957999,0,-2.98023223877e-08,ok,
177,polar1s,polar-1-s,polar,cuda,float32,49,H33O16,-33278.4257812,-679.151546556,11.5897428832,4.36235042566,1,2.53319740295e-07,ok,
