cluster_id,sample_kind,condition,molecule,source_condensed_frame,source_frame_fraction,seed_atoms,seed_distance_A,covalent_bond_length_A,formed_covalent_scale,near_covalent_scale,formed_cutoff_A,near_cutoff_A,distance_margin_to_formed_cutoff_A,natoms,charge,spin,environment_radius_A,graph_cutoff_scale,graph_cutoff_A,h2_covalent_bond_length_A,h2_formed_covalent_scale,h2_near_covalent_scale,h2_formed_cutoff_A,h2_near_cutoff_A,h2_near_graph_cutoff_scale,o2_covalent_bond_length_A,o2_formed_covalent_scale,o2_near_covalent_scale,o2_formed_cutoff_A,o2_near_cutoff_A,o2_near_graph_cutoff_scale,n2_covalent_bond_length_A,n2_formed_covalent_scale,n2_near_covalent_scale,n2_formed_cutoff_A,n2_near_cutoff_A,n2_near_graph_cutoff_scale,source_xyz,selection_rule,status,message
293,near_formation,P100GPa_R1,H2,1105,0.8832933653077538,"103,291",0.9616780817120915,0.62,1.5,1.6,0.9299999999999999,0.992,0.03167808171209152,11,8,1,4.076000159915519,1.2,1.1540136980545097,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
294,near_formation,P100GPa_R1,H2,1102,0.8808952837729817,"2,316",0.9494839086845142,0.62,1.5,1.6,0.9299999999999999,0.992,0.019483908684514217,11,8,1,3.429145389087679,1.2,1.139380690421417,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
295,near_formation,P100GPa_R1,H2,1102,0.8808952837729817,"236,237",0.9817185345084782,0.62,1.5,1.6,0.9299999999999999,0.992,0.0517185345084783,8,5,2,1.9273189967009143,1.2,1.1780622414101738,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
296,near_formation,P100GPa_R1,H2,1102,0.8808952837729817,"119,197",0.98245897376467,0.62,1.5,1.6,0.9299999999999999,0.992,0.052458973764670014,7,4,1,2.2425358646365496,1.2,1.178950768517604,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
297,near_formation,P100GPa_R1,H2,1102,0.8808952837729817,"14,327",0.9904248854466335,0.62,1.5,1.6,0.9299999999999999,0.992,0.0604248854466336,11,5,2,3.6806349250978396,1.2,1.1885098625359602,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
298,near_formation,P100GPa_R1,H2,1101,0.8800959232613909,"53,245",0.950170054926998,0.62,1.5,1.6,0.9299999999999999,0.992,0.020170054926998082,9,0,1,3.3965400904299248,1.2,1.1402040659123975,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
299,near_formation,P100GPa_R1,H2,1101,0.8800959232613909,"17,20",0.9507680930721991,0.62,1.5,1.6,0.9299999999999999,0.992,0.02076809307219918,6,6,1,2.0186580678533597,1.2,1.1409217116866388,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
300,near_formation,P100GPa_R1,H2,1101,0.8800959232613909,"200,301",0.960369098561036,0.62,1.5,1.6,0.9299999999999999,0.992,0.03036909856103609,7,4,1,2.1756626284739156,1.2,1.1524429182732432,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
301,near_formation,P100GPa_R1,H2,1100,0.8792965627498002,"101,333",0.9575204777770697,0.62,1.5,1.6,0.9299999999999999,0.992,0.027520477777069785,9,9,2,2.056611084842547,1.2,1.1490245733324835,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
302,near_formation,P100GPa_R1,H2,1100,0.8792965627498002,"208,336",0.9836770877183398,0.62,1.5,1.6,0.9299999999999999,0.992,0.0536770877183399,20,17,2,7.160637422724825,1.2,1.1804125052620078,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
303,near_formation,P100GPa_R1,H2,1099,0.8784972022382095,"165,280",0.946006160751431,0.62,1.5,1.6,0.9299999999999999,0.992,0.01600616075143102,9,6,1,2.8794200212079173,1.2,1.135207392901717,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
304,near_formation,P100GPa_R1,H2,1099,0.8784972022382095,"25,52",0.95666707557091,0.62,1.5,1.6,0.9299999999999999,0.992,0.02666707557091008,9,9,2,2.0457682153126533,1.2,1.148000490685092,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
305,near_formation,P100GPa_R1,H2,1099,0.8784972022382095,"70,76",0.9758509937380628,0.62,1.5,1.6,0.9299999999999999,0.992,0.045850993738062895,16,7,2,5.525324864261386,1.2,1.1710211924856753,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
306,near_formation,P100GPa_R1,H2,1098,0.8776978417266187,"223,332",0.9883818601441294,0.62,1.5,1.6,0.9299999999999999,0.992,0.058381860144129494,14,2,1,4.24972591700792,1.2,1.1860582321729554,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
307,near_formation,P100GPa_R1,H2,1097,0.876898481215028,"225,349",0.9842923422896418,0.62,1.5,1.6,0.9299999999999999,0.992,0.05429234228964186,5,-1,2,1.817319392161698,1.2,1.1811508107475701,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
308,near_formation,P100GPa_R1,H2,1096,0.8760991207034372,"235,320",0.9480711612401956,0.62,1.5,1.6,0.9299999999999999,0.992,0.0180711612401957,7,4,1,2.0953239695988577,1.2,1.1376853934882347,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
309,near_formation,P100GPa_R1,H2,1095,0.8752997601918465,"4,316",0.9506520018930135,0.62,1.5,1.6,0.9299999999999999,0.992,0.020652001893013527,9,9,2,2.1318796674276945,1.2,1.1407824022716162,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
310,near_formation,P100GPa_R1,H2,1094,0.8745003996802558,"169,207",0.960702125891984,0.62,1.5,1.6,0.9299999999999999,0.992,0.030702125891984067,13,13,2,3.8730357956546886,1.2,1.1528425510703808,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
311,near_formation,P100GPa_R1,H2,1094,0.8745003996802558,"227,239",0.981959370774727,0.62,1.5,1.6,0.9299999999999999,0.992,0.05195937077472701,8,5,2,2.081473020959503,1.2,1.1783512449296722,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
312,near_formation,P100GPa_R1,H2,1093,0.873701039168665,"196,224",0.9360062376444946,0.62,1.5,1.6,0.9299999999999999,0.992,0.006006237644494705,9,9,2,1.9894035432758195,1.2,1.1232074851733935,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
313,near_formation,P100GPa_R1,H2,1093,0.873701039168665,"237,252",0.9524576325543043,0.62,1.5,1.6,0.9299999999999999,0.992,0.02245763255430433,13,13,2,3.561017570237219,1.2,1.142949159065165,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
314,near_formation,P100GPa_R1,H2,1092,0.8729016786570744,"101,217",0.9568421972110043,0.62,1.5,1.6,0.9299999999999999,0.992,0.026842197211004337,7,4,1,2.0507469609997644,1.2,1.148210636653205,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
315,near_formation,P100GPa_R1,H2,1090,0.8713029576338929,"268,280",0.9866180200560434,0.62,1.5,1.6,0.9299999999999999,0.992,0.05661802005604344,19,16,1,6.882560222972737,1.2,1.183941624067252,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
316,near_formation,P100GPa_R1,H2,1089,0.8705035971223022,"104,133",0.9352312686389095,0.62,1.5,1.6,0.9299999999999999,0.992,0.0052312686389095475,12,12,1,3.6951937776795383,1.2,1.1222775223666914,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
317,near_formation,P100GPa_R1,H2,1089,0.8705035971223022,"109,161",0.9703332515730638,0.62,1.5,1.6,0.9299999999999999,0.992,0.04033325157306389,11,8,1,4.189798322789254,1.2,1.1643999018876765,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
318,near_formation,P100GPa_R1,H2,1089,0.8705035971223022,"307,344",0.9771759786951166,0.62,1.5,1.6,0.9299999999999999,0.992,0.047175978695116694,8,8,1,2.141893654698135,1.2,1.1726111744341399,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
319,near_formation,P100GPa_R1,H2,1088,0.8697042366107114,"151,271",0.940067044486781,0.62,1.5,1.6,0.9299999999999999,0.992,0.010067044486781085,10,10,1,1.95326740833775,1.2,1.128080453384137,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
320,near_formation,P100GPa_R1,H2,1088,0.8697042366107114,"113,224",0.9624538069271048,0.62,1.5,1.6,0.9299999999999999,0.992,0.03245380692710487,18,18,1,4.468346407840307,1.2,1.1549445683125257,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
321,near_formation,P100GPa_R1,H2,1088,0.8697042366107114,"319,327",0.9863506941149152,0.62,1.5,1.6,0.9299999999999999,0.992,0.05635069411491522,19,16,1,4.425106920288334,1.2,1.183620832937898,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
322,near_formation,P100GPa_R1,H2,1086,0.86810551558753,"189,268",0.9753766734900002,0.62,1.5,1.6,0.9299999999999999,0.992,0.0453766734900003,6,3,2,1.8161307098795496,1.2,1.1704520081880003,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
323,near_formation,P100GPa_R1,H2,1085,0.8673061550759392,"65,295",0.962349227180926,0.62,1.5,1.6,0.9299999999999999,0.992,0.03234922718092603,12,12,1,4.224903642095839,1.2,1.154819072617111,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
324,near_formation,P100GPa_R1,H2,1085,0.8673061550759392,"29,193",0.9636403319602271,0.62,1.5,1.6,0.9299999999999999,0.992,0.0336403319602272,11,8,1,4.221429656515934,1.2,1.1563683983522726,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
325,near_formation,P100GPa_R1,H2,1085,0.8673061550759392,"125,187",0.9811089100624226,0.62,1.5,1.6,0.9299999999999999,0.992,0.051108910062422686,10,10,1,2.1605243867384814,1.2,1.1773306920749071,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
326,near_formation,P100GPa_R1,H2,1084,0.8665067945643485,"128,257",0.9686132003301916,0.62,1.5,1.6,0.9299999999999999,0.992,0.038613200330191666,16,13,2,3.2613791755134085,1.2,1.1623358403962298,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
327,near_formation,P100GPa_R1,H2,1083,0.8657074340527577,"191,264",0.9465224494839232,0.62,1.5,1.6,0.9299999999999999,0.992,0.01652244948392323,11,5,2,3.7349364490017525,1.2,1.1358269393807077,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
328,near_formation,P100GPa_R1,H2,1083,0.8657074340527577,"73,344",0.9640900597695098,0.62,1.5,1.6,0.9299999999999999,0.992,0.03409005976950985,11,5,2,3.963234270314136,1.2,1.1569080717234117,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
329,near_formation,P100GPa_R1,H2,1083,0.8657074340527577,"284,315",0.9645802271291403,0.62,1.5,1.6,0.9299999999999999,0.992,0.03458022712914033,8,8,1,1.9752268531656674,1.2,1.1574962725549682,0.62,1.5,1.6,0.9299999999999999,0.992,1.2,1.32,1.0,1.2,1.32,1.584,0.8,1.42,1.1,1.3,1.562,1.8459999999999999,0.6,C:\Users\shaoq\Documents\Mainz\mlip\outputsfull\B1_conditionsproduction_stride100_xyz\P100GPa_R1\production_seed_603496614_P_100GPa_T_2840K_R1_initial_density_0.2_profile_density_3.72_stride100.xyz,same-element pair; near if formed_cutoff<=distance<=near_cutoff; union of connected components grown separately from both seed atoms using graph edges <= graph_cutoff_scale * seed_distance,,
